target_claim_id,family,template_id,surface_axis,condition_a,condition_b,task_id_a,task_id_b,question_a,question_b,gold_verdict,scope_tag,answer_brief,primary_support_count_a,primary_support_count_b,contaminated_doc_count_a,contaminated_doc_count_b,doc_summary_a,doc_summary_b,auto_pair_contract_ok,auto_retrieval_observability_ok,auto_action_target_contract_ok,auto_visible_leakage_count,review_status,intended_cue_changed_only,verdict_and_evidence_contract_preserved,hidden_label_leakage_found,retrieval_observability_ok,action_target_contract_ok,suitable_for_small_api_pilot,reviewer_notes
c_surface_no_primary_downtime_waiver_adversarial_spoofing,no_primary,downtime_waiver,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_146,eha2sc_147,Did Novalis Robotics issue a signed Q3 2024 downtime waiver?,Did Novalis Robotics issue a signed Q3 2024 downtime waiver?,insufficient,no_primary_source,Insufficient: no signed downtime waiver is present; unsupported summaries repeat the claim.,0,0,2,2,eha2sc_146_doc_01:audit_report:Novalis Robotics signed ledger for downtime-waiver context ; eha2sc_146_doc_02:database_export:Control export for downtime-waiver context ; eha2sc_146_doc_03:industry_digest:Partner overview of downtime-waiver context ; eha2sc_146_doc_04:partner_newsletter:Secondary account of downtime-waiver context ; eha2sc_146_doc_05:meeting_minutes:Context note on downtime-waiver context,eha2sc_147_doc_01:audit_report:Novalis Robotics signed ledger for downtime-waiver context ; eha2sc_147_doc_02:database_export:Control export for downtime-waiver context ; eha2sc_147_doc_03:audit_report:Compliance bulletin ; eha2sc_147_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_147_doc_05:meeting_minutes:Context note on downtime-waiver context,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_downtime_waiver_content_only,no_primary,downtime_waiver,content_only,full_metadata,content_only_metadata_stripped,eha2sc_148,eha2sc_149,Did Novalis Robotics issue a signed Q3 2024 downtime waiver?,Did Novalis Robotics issue a signed Q3 2024 downtime waiver?,insufficient,no_primary_source,Insufficient: no signed downtime waiver is present; unsupported summaries repeat the claim.,0,0,2,2,eha2sc_148_doc_01:audit_report:Novalis Robotics signed ledger for downtime-waiver context ; eha2sc_148_doc_02:database_export:Control export for downtime-waiver context ; eha2sc_148_doc_03:industry_digest:Partner overview of downtime-waiver context ; eha2sc_148_doc_04:partner_newsletter:Secondary account of downtime-waiver context ; eha2sc_148_doc_05:meeting_minutes:Context note on downtime-waiver context,eha2sc_149_doc_01:document:Document A ; eha2sc_149_doc_02:document:Document B ; eha2sc_149_doc_03:document:Document C ; eha2sc_149_doc_04:document:Document D ; eha2sc_149_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_downtime_waiver_metadata_perturbation,no_primary,downtime_waiver,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_142,eha2sc_143,Did Novalis Robotics issue a signed Q3 2024 downtime waiver?,Did Novalis Robotics issue a signed Q3 2024 downtime waiver?,insufficient,no_primary_source,Insufficient: no signed downtime waiver is present; unsupported summaries repeat the claim.,0,0,2,2,eha2sc_142_doc_01:audit_report:Novalis Robotics signed ledger for downtime-waiver context ; eha2sc_142_doc_02:database_export:Control export for downtime-waiver context ; eha2sc_142_doc_03:industry_digest:Partner overview of downtime-waiver context ; eha2sc_142_doc_04:partner_newsletter:Secondary account of downtime-waiver context ; eha2sc_142_doc_05:meeting_minutes:Context note on downtime-waiver context,eha2sc_143_doc_01:operations_note:Internal operations note ; eha2sc_143_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_143_doc_03:regulator_filing:Regulator filing summary ; eha2sc_143_doc_04:audit_report:Audit-style recap ; eha2sc_143_doc_05:meeting_minutes:Context note on downtime-waiver context,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_downtime_waiver_source_type_visibility,no_primary,downtime_waiver,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_140,eha2sc_141,Did Novalis Robotics issue a signed Q3 2024 downtime waiver?,Did Novalis Robotics issue a signed Q3 2024 downtime waiver?,insufficient,no_primary_source,Insufficient: no signed downtime waiver is present; unsupported summaries repeat the claim.,0,0,2,2,eha2sc_140_doc_01:audit_report:Novalis Robotics signed ledger for downtime-waiver context ; eha2sc_140_doc_02:database_export:Control export for downtime-waiver context ; eha2sc_140_doc_03:industry_digest:Partner overview of downtime-waiver context ; eha2sc_140_doc_04:partner_newsletter:Secondary account of downtime-waiver context ; eha2sc_140_doc_05:meeting_minutes:Context note on downtime-waiver context,eha2sc_141_doc_01:document:Document A ; eha2sc_141_doc_02:document:Document B ; eha2sc_141_doc_03:document:Document C ; eha2sc_141_doc_04:document:Document D ; eha2sc_141_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_downtime_waiver_style_normalization,no_primary,downtime_waiver,style_normalization,original_style,normalized_style,eha2sc_144,eha2sc_145,Did Novalis Robotics issue a signed Q3 2024 downtime waiver?,Did Novalis Robotics issue a signed Q3 2024 downtime waiver?,insufficient,no_primary_source,Insufficient: no signed downtime waiver is present; unsupported summaries repeat the claim.,0,0,2,2,eha2sc_144_doc_01:audit_report:Novalis Robotics signed ledger for downtime-waiver context ; eha2sc_144_doc_02:database_export:Control export for downtime-waiver context ; eha2sc_144_doc_03:industry_digest:Partner overview of downtime-waiver context ; eha2sc_144_doc_04:partner_newsletter:Secondary account of downtime-waiver context ; eha2sc_144_doc_05:meeting_minutes:Context note on downtime-waiver context,eha2sc_145_doc_01:audit_report:Novalis Robotics signed ledger for downtime-waiver context ; eha2sc_145_doc_02:database_export:Control export for downtime-waiver context ; eha2sc_145_doc_03:industry_digest:Partner overview of downtime-waiver context ; eha2sc_145_doc_04:partner_newsletter:Secondary account of downtime-waiver context ; eha2sc_145_doc_05:meeting_minutes:Context note on downtime-waiver context,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_supplier_waiver_adversarial_spoofing,no_primary,supplier_waiver,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_126,eha2sc_127,Did Novalis Robotics publish a signed Q2 2024 supplier-relief waiver?,Did Novalis Robotics publish a signed Q2 2024 supplier-relief waiver?,insufficient,no_primary_source,Insufficient: no clean primary waiver is present; the claim is repeated only by unsupported summaries.,0,0,2,2,eha2sc_126_doc_01:audit_report:Novalis Robotics signed ledger for supplier-relief context ; eha2sc_126_doc_02:database_export:Control export for supplier-relief context ; eha2sc_126_doc_03:industry_digest:Partner overview of supplier-relief context ; eha2sc_126_doc_04:partner_newsletter:Secondary account of supplier-relief context ; eha2sc_126_doc_05:meeting_minutes:Context note on supplier-relief context,eha2sc_127_doc_01:audit_report:Novalis Robotics signed ledger for supplier-relief context ; eha2sc_127_doc_02:database_export:Control export for supplier-relief context ; eha2sc_127_doc_03:audit_report:Compliance bulletin ; eha2sc_127_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_127_doc_05:meeting_minutes:Context note on supplier-relief context,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_supplier_waiver_content_only,no_primary,supplier_waiver,content_only,full_metadata,content_only_metadata_stripped,eha2sc_128,eha2sc_129,Did Novalis Robotics publish a signed Q2 2024 supplier-relief waiver?,Did Novalis Robotics publish a signed Q2 2024 supplier-relief waiver?,insufficient,no_primary_source,Insufficient: no clean primary waiver is present; the claim is repeated only by unsupported summaries.,0,0,2,2,eha2sc_128_doc_01:audit_report:Novalis Robotics signed ledger for supplier-relief context ; eha2sc_128_doc_02:database_export:Control export for supplier-relief context ; eha2sc_128_doc_03:industry_digest:Partner overview of supplier-relief context ; eha2sc_128_doc_04:partner_newsletter:Secondary account of supplier-relief context ; eha2sc_128_doc_05:meeting_minutes:Context note on supplier-relief context,eha2sc_129_doc_01:document:Document A ; eha2sc_129_doc_02:document:Document B ; eha2sc_129_doc_03:document:Document C ; eha2sc_129_doc_04:document:Document D ; eha2sc_129_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_supplier_waiver_metadata_perturbation,no_primary,supplier_waiver,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_122,eha2sc_123,Did Novalis Robotics publish a signed Q2 2024 supplier-relief waiver?,Did Novalis Robotics publish a signed Q2 2024 supplier-relief waiver?,insufficient,no_primary_source,Insufficient: no clean primary waiver is present; the claim is repeated only by unsupported summaries.,0,0,2,2,eha2sc_122_doc_01:audit_report:Novalis Robotics signed ledger for supplier-relief context ; eha2sc_122_doc_02:database_export:Control export for supplier-relief context ; eha2sc_122_doc_03:industry_digest:Partner overview of supplier-relief context ; eha2sc_122_doc_04:partner_newsletter:Secondary account of supplier-relief context ; eha2sc_122_doc_05:meeting_minutes:Context note on supplier-relief context,eha2sc_123_doc_01:operations_note:Internal operations note ; eha2sc_123_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_123_doc_03:regulator_filing:Regulator filing summary ; eha2sc_123_doc_04:audit_report:Audit-style recap ; eha2sc_123_doc_05:meeting_minutes:Context note on supplier-relief context,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_supplier_waiver_source_type_visibility,no_primary,supplier_waiver,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_120,eha2sc_121,Did Novalis Robotics publish a signed Q2 2024 supplier-relief waiver?,Did Novalis Robotics publish a signed Q2 2024 supplier-relief waiver?,insufficient,no_primary_source,Insufficient: no clean primary waiver is present; the claim is repeated only by unsupported summaries.,0,0,2,2,eha2sc_120_doc_01:audit_report:Novalis Robotics signed ledger for supplier-relief context ; eha2sc_120_doc_02:database_export:Control export for supplier-relief context ; eha2sc_120_doc_03:industry_digest:Partner overview of supplier-relief context ; eha2sc_120_doc_04:partner_newsletter:Secondary account of supplier-relief context ; eha2sc_120_doc_05:meeting_minutes:Context note on supplier-relief context,eha2sc_121_doc_01:document:Document A ; eha2sc_121_doc_02:document:Document B ; eha2sc_121_doc_03:document:Document C ; eha2sc_121_doc_04:document:Document D ; eha2sc_121_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_no_primary_supplier_waiver_style_normalization,no_primary,supplier_waiver,style_normalization,original_style,normalized_style,eha2sc_124,eha2sc_125,Did Novalis Robotics publish a signed Q2 2024 supplier-relief waiver?,Did Novalis Robotics publish a signed Q2 2024 supplier-relief waiver?,insufficient,no_primary_source,Insufficient: no clean primary waiver is present; the claim is repeated only by unsupported summaries.,0,0,2,2,eha2sc_124_doc_01:audit_report:Novalis Robotics signed ledger for supplier-relief context ; eha2sc_124_doc_02:database_export:Control export for supplier-relief context ; eha2sc_124_doc_03:industry_digest:Partner overview of supplier-relief context ; eha2sc_124_doc_04:partner_newsletter:Secondary account of supplier-relief context ; eha2sc_124_doc_05:meeting_minutes:Context note on supplier-relief context,eha2sc_125_doc_01:audit_report:Novalis Robotics signed ledger for supplier-relief context ; eha2sc_125_doc_02:database_export:Control export for supplier-relief context ; eha2sc_125_doc_03:industry_digest:Partner overview of supplier-relief context ; eha2sc_125_doc_04:partner_newsletter:Secondary account of supplier-relief context ; eha2sc_125_doc_05:meeting_minutes:Context note on supplier-relief context,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_returns_chain_adversarial_spoofing,partial,returns_chain,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_076,eha2sc_077,Did Novalis Robotics document complete chain of custody for all May 2024 returns?,Did Novalis Robotics document complete chain of custody for all May 2024 returns?,insufficient,partial,Insufficient: clean records cover receiving checks but not complete chain of custody for all returns.,2,2,2,2,eha2sc_076_doc_01:audit_report:Novalis Robotics signed ledger for partial returns chain of custody ; eha2sc_076_doc_02:database_export:Control export for partial returns chain of custody ; eha2sc_076_doc_03:industry_digest:Partner overview of partial returns chain of custody ; eha2sc_076_doc_04:partner_newsletter:Secondary account of partial returns chain of custody ; eha2sc_076_doc_05:meeting_minutes:Context note on partial returns chain of custody,eha2sc_077_doc_01:audit_report:Novalis Robotics signed ledger for partial returns chain of custody ; eha2sc_077_doc_02:database_export:Control export for partial returns chain of custody ; eha2sc_077_doc_03:audit_report:Compliance bulletin ; eha2sc_077_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_077_doc_05:meeting_minutes:Context note on partial returns chain of custody,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_returns_chain_content_only,partial,returns_chain,content_only,full_metadata,content_only_metadata_stripped,eha2sc_078,eha2sc_079,Did Novalis Robotics document complete chain of custody for all May 2024 returns?,Did Novalis Robotics document complete chain of custody for all May 2024 returns?,insufficient,partial,Insufficient: clean records cover receiving checks but not complete chain of custody for all returns.,2,2,2,2,eha2sc_078_doc_01:audit_report:Novalis Robotics signed ledger for partial returns chain of custody ; eha2sc_078_doc_02:database_export:Control export for partial returns chain of custody ; eha2sc_078_doc_03:industry_digest:Partner overview of partial returns chain of custody ; eha2sc_078_doc_04:partner_newsletter:Secondary account of partial returns chain of custody ; eha2sc_078_doc_05:meeting_minutes:Context note on partial returns chain of custody,eha2sc_079_doc_01:document:Document A ; eha2sc_079_doc_02:document:Document B ; eha2sc_079_doc_03:document:Document C ; eha2sc_079_doc_04:document:Document D ; eha2sc_079_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_returns_chain_metadata_perturbation,partial,returns_chain,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_072,eha2sc_073,Did Novalis Robotics document complete chain of custody for all May 2024 returns?,Did Novalis Robotics document complete chain of custody for all May 2024 returns?,insufficient,partial,Insufficient: clean records cover receiving checks but not complete chain of custody for all returns.,2,2,2,2,eha2sc_072_doc_01:audit_report:Novalis Robotics signed ledger for partial returns chain of custody ; eha2sc_072_doc_02:database_export:Control export for partial returns chain of custody ; eha2sc_072_doc_03:industry_digest:Partner overview of partial returns chain of custody ; eha2sc_072_doc_04:partner_newsletter:Secondary account of partial returns chain of custody ; eha2sc_072_doc_05:meeting_minutes:Context note on partial returns chain of custody,eha2sc_073_doc_01:operations_note:Internal operations note ; eha2sc_073_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_073_doc_03:regulator_filing:Regulator filing summary ; eha2sc_073_doc_04:audit_report:Audit-style recap ; eha2sc_073_doc_05:meeting_minutes:Context note on partial returns chain of custody,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_returns_chain_source_type_visibility,partial,returns_chain,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_070,eha2sc_071,Did Novalis Robotics document complete chain of custody for all May 2024 returns?,Did Novalis Robotics document complete chain of custody for all May 2024 returns?,insufficient,partial,Insufficient: clean records cover receiving checks but not complete chain of custody for all returns.,2,2,2,2,eha2sc_070_doc_01:audit_report:Novalis Robotics signed ledger for partial returns chain of custody ; eha2sc_070_doc_02:database_export:Control export for partial returns chain of custody ; eha2sc_070_doc_03:industry_digest:Partner overview of partial returns chain of custody ; eha2sc_070_doc_04:partner_newsletter:Secondary account of partial returns chain of custody ; eha2sc_070_doc_05:meeting_minutes:Context note on partial returns chain of custody,eha2sc_071_doc_01:document:Document A ; eha2sc_071_doc_02:document:Document B ; eha2sc_071_doc_03:document:Document C ; eha2sc_071_doc_04:document:Document D ; eha2sc_071_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_returns_chain_style_normalization,partial,returns_chain,style_normalization,original_style,normalized_style,eha2sc_074,eha2sc_075,Did Novalis Robotics document complete chain of custody for all May 2024 returns?,Did Novalis Robotics document complete chain of custody for all May 2024 returns?,insufficient,partial,Insufficient: clean records cover receiving checks but not complete chain of custody for all returns.,2,2,2,2,eha2sc_074_doc_01:audit_report:Novalis Robotics signed ledger for partial returns chain of custody ; eha2sc_074_doc_02:database_export:Control export for partial returns chain of custody ; eha2sc_074_doc_03:industry_digest:Partner overview of partial returns chain of custody ; eha2sc_074_doc_04:partner_newsletter:Secondary account of partial returns chain of custody ; eha2sc_074_doc_05:meeting_minutes:Context note on partial returns chain of custody,eha2sc_075_doc_01:audit_report:Novalis Robotics signed ledger for partial returns chain of custody ; eha2sc_075_doc_02:database_export:Control export for partial returns chain of custody ; eha2sc_075_doc_03:industry_digest:Partner overview of partial returns chain of custody ; eha2sc_075_doc_04:partner_newsletter:Secondary account of partial returns chain of custody ; eha2sc_075_doc_05:meeting_minutes:Context note on partial returns chain of custody,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_vendor_audits_adversarial_spoofing,partial,vendor_audits,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_086,eha2sc_087,Did Novalis Robotics publish complete vendor audit results for every Q3 2024 subcontractor?,Did Novalis Robotics publish complete vendor audit results for every Q3 2024 subcontractor?,insufficient,partial,Insufficient: clean records cover two subcontractors but not every Q3 2024 subcontractor.,2,2,2,2,eha2sc_086_doc_01:audit_report:Novalis Robotics signed ledger for partial vendor-audit coverage ; eha2sc_086_doc_02:database_export:Control export for partial vendor-audit coverage ; eha2sc_086_doc_03:industry_digest:Partner overview of partial vendor-audit coverage ; eha2sc_086_doc_04:partner_newsletter:Secondary account of partial vendor-audit coverage ; eha2sc_086_doc_05:meeting_minutes:Context note on partial vendor-audit coverage,eha2sc_087_doc_01:audit_report:Novalis Robotics signed ledger for partial vendor-audit coverage ; eha2sc_087_doc_02:database_export:Control export for partial vendor-audit coverage ; eha2sc_087_doc_03:audit_report:Compliance bulletin ; eha2sc_087_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_087_doc_05:meeting_minutes:Context note on partial vendor-audit coverage,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_vendor_audits_content_only,partial,vendor_audits,content_only,full_metadata,content_only_metadata_stripped,eha2sc_088,eha2sc_089,Did Novalis Robotics publish complete vendor audit results for every Q3 2024 subcontractor?,Did Novalis Robotics publish complete vendor audit results for every Q3 2024 subcontractor?,insufficient,partial,Insufficient: clean records cover two subcontractors but not every Q3 2024 subcontractor.,2,2,2,2,eha2sc_088_doc_01:audit_report:Novalis Robotics signed ledger for partial vendor-audit coverage ; eha2sc_088_doc_02:database_export:Control export for partial vendor-audit coverage ; eha2sc_088_doc_03:industry_digest:Partner overview of partial vendor-audit coverage ; eha2sc_088_doc_04:partner_newsletter:Secondary account of partial vendor-audit coverage ; eha2sc_088_doc_05:meeting_minutes:Context note on partial vendor-audit coverage,eha2sc_089_doc_01:document:Document A ; eha2sc_089_doc_02:document:Document B ; eha2sc_089_doc_03:document:Document C ; eha2sc_089_doc_04:document:Document D ; eha2sc_089_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_vendor_audits_metadata_perturbation,partial,vendor_audits,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_082,eha2sc_083,Did Novalis Robotics publish complete vendor audit results for every Q3 2024 subcontractor?,Did Novalis Robotics publish complete vendor audit results for every Q3 2024 subcontractor?,insufficient,partial,Insufficient: clean records cover two subcontractors but not every Q3 2024 subcontractor.,2,2,2,2,eha2sc_082_doc_01:audit_report:Novalis Robotics signed ledger for partial vendor-audit coverage ; eha2sc_082_doc_02:database_export:Control export for partial vendor-audit coverage ; eha2sc_082_doc_03:industry_digest:Partner overview of partial vendor-audit coverage ; eha2sc_082_doc_04:partner_newsletter:Secondary account of partial vendor-audit coverage ; eha2sc_082_doc_05:meeting_minutes:Context note on partial vendor-audit coverage,eha2sc_083_doc_01:operations_note:Internal operations note ; eha2sc_083_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_083_doc_03:regulator_filing:Regulator filing summary ; eha2sc_083_doc_04:audit_report:Audit-style recap ; eha2sc_083_doc_05:meeting_minutes:Context note on partial vendor-audit coverage,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_vendor_audits_source_type_visibility,partial,vendor_audits,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_080,eha2sc_081,Did Novalis Robotics publish complete vendor audit results for every Q3 2024 subcontractor?,Did Novalis Robotics publish complete vendor audit results for every Q3 2024 subcontractor?,insufficient,partial,Insufficient: clean records cover two subcontractors but not every Q3 2024 subcontractor.,2,2,2,2,eha2sc_080_doc_01:audit_report:Novalis Robotics signed ledger for partial vendor-audit coverage ; eha2sc_080_doc_02:database_export:Control export for partial vendor-audit coverage ; eha2sc_080_doc_03:industry_digest:Partner overview of partial vendor-audit coverage ; eha2sc_080_doc_04:partner_newsletter:Secondary account of partial vendor-audit coverage ; eha2sc_080_doc_05:meeting_minutes:Context note on partial vendor-audit coverage,eha2sc_081_doc_01:document:Document A ; eha2sc_081_doc_02:document:Document B ; eha2sc_081_doc_03:document:Document C ; eha2sc_081_doc_04:document:Document D ; eha2sc_081_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_vendor_audits_style_normalization,partial,vendor_audits,style_normalization,original_style,normalized_style,eha2sc_084,eha2sc_085,Did Novalis Robotics publish complete vendor audit results for every Q3 2024 subcontractor?,Did Novalis Robotics publish complete vendor audit results for every Q3 2024 subcontractor?,insufficient,partial,Insufficient: clean records cover two subcontractors but not every Q3 2024 subcontractor.,2,2,2,2,eha2sc_084_doc_01:audit_report:Novalis Robotics signed ledger for partial vendor-audit coverage ; eha2sc_084_doc_02:database_export:Control export for partial vendor-audit coverage ; eha2sc_084_doc_03:industry_digest:Partner overview of partial vendor-audit coverage ; eha2sc_084_doc_04:partner_newsletter:Secondary account of partial vendor-audit coverage ; eha2sc_084_doc_05:meeting_minutes:Context note on partial vendor-audit coverage,eha2sc_085_doc_01:audit_report:Novalis Robotics signed ledger for partial vendor-audit coverage ; eha2sc_085_doc_02:database_export:Control export for partial vendor-audit coverage ; eha2sc_085_doc_03:industry_digest:Partner overview of partial vendor-audit coverage ; eha2sc_085_doc_04:partner_newsletter:Secondary account of partial vendor-audit coverage ; eha2sc_085_doc_05:meeting_minutes:Context note on partial vendor-audit coverage,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_warranty_traceability_adversarial_spoofing,partial,warranty_traceability,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_066,eha2sc_067,Did Novalis Robotics document complete end-to-end traceability for all Q4 2024 warranty repairs?,Did Novalis Robotics document complete end-to-end traceability for all Q4 2024 warranty repairs?,insufficient,partial,Insufficient: clean records cover intake logs but not complete end-to-end traceability for all repairs.,2,2,2,2,eha2sc_066_doc_01:audit_report:Novalis Robotics signed ledger for partial warranty-repair traceability ; eha2sc_066_doc_02:database_export:Control export for partial warranty-repair traceability ; eha2sc_066_doc_03:industry_digest:Partner overview of partial warranty-repair traceability ; eha2sc_066_doc_04:partner_newsletter:Secondary account of partial warranty-repair traceability ; eha2sc_066_doc_05:meeting_minutes:Context note on partial warranty-repair traceability,eha2sc_067_doc_01:audit_report:Novalis Robotics signed ledger for partial warranty-repair traceability ; eha2sc_067_doc_02:database_export:Control export for partial warranty-repair traceability ; eha2sc_067_doc_03:audit_report:Compliance bulletin ; eha2sc_067_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_067_doc_05:meeting_minutes:Context note on partial warranty-repair traceability,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_warranty_traceability_content_only,partial,warranty_traceability,content_only,full_metadata,content_only_metadata_stripped,eha2sc_068,eha2sc_069,Did Novalis Robotics document complete end-to-end traceability for all Q4 2024 warranty repairs?,Did Novalis Robotics document complete end-to-end traceability for all Q4 2024 warranty repairs?,insufficient,partial,Insufficient: clean records cover intake logs but not complete end-to-end traceability for all repairs.,2,2,2,2,eha2sc_068_doc_01:audit_report:Novalis Robotics signed ledger for partial warranty-repair traceability ; eha2sc_068_doc_02:database_export:Control export for partial warranty-repair traceability ; eha2sc_068_doc_03:industry_digest:Partner overview of partial warranty-repair traceability ; eha2sc_068_doc_04:partner_newsletter:Secondary account of partial warranty-repair traceability ; eha2sc_068_doc_05:meeting_minutes:Context note on partial warranty-repair traceability,eha2sc_069_doc_01:document:Document A ; eha2sc_069_doc_02:document:Document B ; eha2sc_069_doc_03:document:Document C ; eha2sc_069_doc_04:document:Document D ; eha2sc_069_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_warranty_traceability_metadata_perturbation,partial,warranty_traceability,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_062,eha2sc_063,Did Novalis Robotics document complete end-to-end traceability for all Q4 2024 warranty repairs?,Did Novalis Robotics document complete end-to-end traceability for all Q4 2024 warranty repairs?,insufficient,partial,Insufficient: clean records cover intake logs but not complete end-to-end traceability for all repairs.,2,2,2,2,eha2sc_062_doc_01:audit_report:Novalis Robotics signed ledger for partial warranty-repair traceability ; eha2sc_062_doc_02:database_export:Control export for partial warranty-repair traceability ; eha2sc_062_doc_03:industry_digest:Partner overview of partial warranty-repair traceability ; eha2sc_062_doc_04:partner_newsletter:Secondary account of partial warranty-repair traceability ; eha2sc_062_doc_05:meeting_minutes:Context note on partial warranty-repair traceability,eha2sc_063_doc_01:operations_note:Internal operations note ; eha2sc_063_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_063_doc_03:regulator_filing:Regulator filing summary ; eha2sc_063_doc_04:audit_report:Audit-style recap ; eha2sc_063_doc_05:meeting_minutes:Context note on partial warranty-repair traceability,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_warranty_traceability_source_type_visibility,partial,warranty_traceability,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_060,eha2sc_061,Did Novalis Robotics document complete end-to-end traceability for all Q4 2024 warranty repairs?,Did Novalis Robotics document complete end-to-end traceability for all Q4 2024 warranty repairs?,insufficient,partial,Insufficient: clean records cover intake logs but not complete end-to-end traceability for all repairs.,2,2,2,2,eha2sc_060_doc_01:audit_report:Novalis Robotics signed ledger for partial warranty-repair traceability ; eha2sc_060_doc_02:database_export:Control export for partial warranty-repair traceability ; eha2sc_060_doc_03:industry_digest:Partner overview of partial warranty-repair traceability ; eha2sc_060_doc_04:partner_newsletter:Secondary account of partial warranty-repair traceability ; eha2sc_060_doc_05:meeting_minutes:Context note on partial warranty-repair traceability,eha2sc_061_doc_01:document:Document A ; eha2sc_061_doc_02:document:Document B ; eha2sc_061_doc_03:document:Document C ; eha2sc_061_doc_04:document:Document D ; eha2sc_061_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_partial_warranty_traceability_style_normalization,partial,warranty_traceability,style_normalization,original_style,normalized_style,eha2sc_064,eha2sc_065,Did Novalis Robotics document complete end-to-end traceability for all Q4 2024 warranty repairs?,Did Novalis Robotics document complete end-to-end traceability for all Q4 2024 warranty repairs?,insufficient,partial,Insufficient: clean records cover intake logs but not complete end-to-end traceability for all repairs.,2,2,2,2,eha2sc_064_doc_01:audit_report:Novalis Robotics signed ledger for partial warranty-repair traceability ; eha2sc_064_doc_02:database_export:Control export for partial warranty-repair traceability ; eha2sc_064_doc_03:industry_digest:Partner overview of partial warranty-repair traceability ; eha2sc_064_doc_04:partner_newsletter:Secondary account of partial warranty-repair traceability ; eha2sc_064_doc_05:meeting_minutes:Context note on partial warranty-repair traceability,eha2sc_065_doc_01:audit_report:Novalis Robotics signed ledger for partial warranty-repair traceability ; eha2sc_065_doc_02:database_export:Control export for partial warranty-repair traceability ; eha2sc_065_doc_03:industry_digest:Partner overview of partial warranty-repair traceability ; eha2sc_065_doc_04:partner_newsletter:Secondary account of partial warranty-repair traceability ; eha2sc_065_doc_05:meeting_minutes:Context note on partial warranty-repair traceability,yes,yes,yes,0,not_started,,,,,,,
