task_id,difficulty,model,strategy,prompt,claim_correct,clean_supporting_evidence,has_required_supporting_evidence,generated_lore_abstention_ok,full_escape
eham_118,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_118,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_118,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_119,L4,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,1.0,0.0
eham_119,L4,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,0.0,1.0,0.0
eham_119,L4,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_119,L4,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_120,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_120,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_120,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_120,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_121,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_121,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_121,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_121,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_122,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_122,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_122,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_122,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,0.0,1.0,1.0,0.0
eham_123,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_123,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,0.0,1.0,1.0,0.0
eham_123,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_123,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_124,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_124,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_124,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_124,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_125,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_125,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_125,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_125,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,0.0,1.0,1.0,0.0
eham_126,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_126,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_126,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_126,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_127,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_127,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_127,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_127,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_128,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_128,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_128,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_128,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_129,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_129,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_129,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,0.0,1.0,1.0,0.0
eham_129,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_130,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_130,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_130,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_130,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_131,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_131,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_131,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,0.0,1.0,1.0,0.0
eham_131,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_132,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_132,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_132,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_132,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_133,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_133,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_133,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_133,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,0.0,1.0,0.0,0.0,0.0
eham_134,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_134,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_134,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_134,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_135,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_135,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_135,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_135,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_136,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_136,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_136,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_136,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_137,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_137,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_137,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_137,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,0.0,1.0,1.0,0.0
eham_138,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_138,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,0.0,1.0,1.0,0.0
eham_138,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_138,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_139,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_139,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_139,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_139,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_140,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_140,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_140,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_140,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_141,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_141,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_141,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,0.0,1.0,1.0,0.0
eham_141,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_142,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_142,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_142,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_142,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_143,L5,openai/gpt-4o-mini,naive_bm25,simple_answer_v1,0.0,0.0,1.0,0.0,0.0
eham_143,L5,openai/gpt-4o-mini,careful_bm25,claim_first_citation_v1,1.0,0.0,1.0,1.0,0.0
eham_143,L5,openai/gpt-4o-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_143,L5,openai/gpt-4o-mini,hygienic_combo,claim_first_citation_v1,1.0,0.0,1.0,1.0,0.0
eham_000,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_000,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_000,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_000,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_001,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_001,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,0.0,1.0,1.0,1.0,0.0
eham_001,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_001,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_002,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_002,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_002,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_002,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_003,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_003,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_003,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_003,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_004,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_004,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_004,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_004,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_005,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_005,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_005,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_005,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_006,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_006,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_006,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_006,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_007,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_007,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_007,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_007,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_008,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_008,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_008,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_008,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_009,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_009,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_009,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,0.0,1.0,1.0,1.0,0.0
eham_009,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_010,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_010,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_010,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_010,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_011,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_011,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_011,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_011,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_012,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_012,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_012,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_012,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_013,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_013,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_013,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_013,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_014,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_014,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_014,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_014,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_015,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_015,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_015,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_015,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_016,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_016,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_016,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_016,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_017,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_017,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_017,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_017,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_018,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_018,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_018,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_018,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_019,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_019,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_019,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_019,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_020,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_020,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_020,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_020,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_021,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_021,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_021,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_021,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_022,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_022,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_022,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_022,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_023,L0,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_023,L0,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_023,L0,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_023,L0,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_024,L1,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_024,L1,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_024,L1,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_024,L1,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_025,L1,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_025,L1,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_025,L1,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_025,L1,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_026,L1,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_026,L1,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_026,L1,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_026,L1,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_027,L1,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_027,L1,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_027,L1,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_027,L1,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_028,L1,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_028,L1,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_028,L1,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_028,L1,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_029,L1,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_029,L1,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_029,L1,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_029,L1,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_030,L1,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_030,L1,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_030,L1,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_030,L1,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_031,L1,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_031,L1,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_031,L1,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_031,L1,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_032,L1,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,0.0,1.0,1.0,0.0
eham_032,L1,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_032,L1,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_032,L1,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_033,L1,openai/gpt-5-mini,naive_bm25,simple_answer_v1,1.0,1.0,1.0,1.0,1.0
eham_033,L1,openai/gpt-5-mini,careful_bm25,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_033,L1,openai/gpt-5-mini,primary_preserve,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
eham_033,L1,openai/gpt-5-mini,hygienic_combo,claim_first_citation_v1,1.0,1.0,1.0,1.0,1.0
