task_id,base_task_id,view,model,family,condition,gold_verdict,predicted_verdict,belief_correctness,operational_epistemic_escape,support_doc_ids,polluted_support_doc_ids,selected_doc_ids,rejected_doc_ids,rejection_cue_present,explicit_polluted_rejection,primary_source_action_or_cue,target_candidate,strict_current_score,strict_current_status,prose_aware_rejected_score,prose_aware_rejected_status,action_aware_partial_score,action_aware_partial_status,classification,answer_text,assessment_or_notes,action_targets,action_rationales
uncued_058_hidden,uncued_058,neutral_metadata_hidden,gpt-5.5,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_058_d04,uncued_058_d03,uncued_058_d01",uncued_058_d04,"uncued_058_d04,uncued_058_d02,uncued_058_d03",uncued_058_d02,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient. The claim appears only in a community roundup and a partner recap that cites that roundup. No provided primary or operational record confirms that Novalis Robotics launched the LumenBridge partner desk in July 2025, and related planning/index documents do not mention it.","The environment is polluted by repetition: uncued_058_d02 restates uncued_058_d04 and cites it, creating no independent corroboration. The only direct launch statement is a roundup without an operational record. More formal adjacent documents mention routine July 2025 work but not LumenBridge, which weakens but does not refute the claim.",uncued_058_d02; provided documents,The recap’s citation should be checked because it appears derivative of the roundup rather than independent confirmation.; Looked across the provided operational/index-style documents for a primary launch record; none is present.
uncued_059_hidden,uncued_059,neutral_metadata_hidden,gpt-5.5,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_059_d01,uncued_059_d01,"uncued_059_d01,uncued_059_d04,uncued_059_d02",uncued_059_d04,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. The only direct statement is a community roundup saying SolaceGrid appeared in August 2025, and the partner recap merely repeats that claim. No primary Novalis Robotics launch record or operational document confirms the launch.","The environment is weak and somewhat polluted: one uncited community roundup makes the claim, while a partner recap echoes it via citation, creating apparent corroboration without independence. Other documents are routine service-planning/index records and do not confirm SolaceGrid.",uncued_059_d04; SolaceGrid repair exchange launch records,"The partner recap is derivative because it cites the community roundup rather than an operational launch record.; The provided environment contains no Novalis operational record, announcement, or launch log for SolaceGrid in August 2025."
uncued_052_visible,uncued_052,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_052_d02,uncued_052_d02,"uncued_052_d02,uncued_052_d01,uncued_052_d04",uncued_052_d03,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Based on the provided documents, there is insufficient evidence to confirm the launch of the LumenBridge partner desk in July 2025. The claim originates from a community roundup that lacks primary operational records. A secondary document repeats this claim but only cites the original roundup, creating a circular reference. Meanwhile, official operations memos and timeline notes from July 2025 detail routine workstreams without mentioning the new partner desk.","The evidence environment relies on circular reporting. A community roundup (uncued_052_d02) makes the claim but lacks operational records, and a registry entry (uncued_052_d03) merely repeats the claim by citing uncued_052_d02. Other timeline and operational notes from the period (uncued_052_d01, uncued_052_d04) omit the launch.",Novalis Robotics LumenBridge partner desk July 2025,Search for primary operational or official corporate announcements to verify the community roundup claim.
uncued_052_hidden,uncued_052,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,uncued_052_d03,uncued_052_d03,"uncued_052_d03,uncued_052_d04,uncued_052_d02",uncued_052_d04,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"It is currently insufficient to determine if Novalis Robotics launched the LumenBridge partner desk in July 2025. The only document supporting the claim is an unverified community roundup (uncued_052_d03) lacking any linked operational records. A second document (uncued_052_d04) simply echoes this claim by citing the roundup directly, creating a circular reference. Other provided records cover unrelated maintenance work and offer no insight into the partner desk. Without primary sources or official confirmations, the claim cannot be definitively verified.","The evidence environment contains circular reporting and lacks primary documentation. A community roundup asserts the launch occurred but provides no operational record, while a partner recap merely cites the roundup. The remaining documents refer to different operations and do not mention the LumenBridge partner desk, rendering the claim unsupported by reliable evidence.",Novalis Robotics LumenBridge partner desk launch record July 2025; uncued_052_d03,"A primary operational record is required to substantiate the claim, as current evidence only consists of unverified secondary mentions.; Tracing the source of the community roundup may reveal if the claim is based on any underlying official announcements."
uncued_056_visible,uncued_056,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_056_d01,uncued_056_d01,"uncued_056_d04,uncued_056_d01,uncued_056_d03",uncued_056_d03,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"There is insufficient reliable evidence to confirm whether Novalis Robotics launched the Meridian Shield recall board in May 2025. The claim stems from a single, unsupported community roundup note that is echoed by another document without additional proof, while official operational ledgers for that month make no mention of the program.","The evidence consists of an unsubstantiated community roundup claim that is circularly cited by a later memo. Official planning and ledger documents from the same period omit any mention of the recall board, suggesting the claim may be an unverified rumor.",Novalis Robotics operational records May 2025,A search for primary operational or official launch records is necessary to corroborate the unverified community roundup claim.
uncued_056_hidden,uncued_056,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_056_d03,uncued_056_d04","uncued_056_d03,uncued_056_d04","uncued_056_d03,uncued_056_d02,uncued_056_d04",,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"There is insufficient evidence to definitively confirm that Novalis Robotics launched the Meridian Shield recall board in May 2025. The assertion relies entirely on a secondary community roundup (uncued_056_d03) that lacks primary operational records. A partner recap (uncued_056_d04) repeats the assertion but explicitly cites the roundup, creating a circular reporting loop rather than providing independent corroboration. Furthermore, primary documentation from the relevant timeframe, including a service planning memo and a monthly index (uncued_056_d01, uncued_056_d02), makes no mention of the Meridian Shield program. Until official primary records from Novalis Robotics can be located, the …","The evidence environment is highly polluted by circular reporting and lacks primary verification. The claim originates from a community roundup (uncued_056_d03) that provides no operational records. A partner recap (uncued_056_d04) merely repeats this claim, citing uncued_056_d03, which creates an echo chamber without adding new information. Primary planning and index documents for the period (uncued_056_d01 and uncued_056_d02) omit any mention of the Meridian Shield recall board. The reliance on unsubstantiated, self-referential secondary sources renders the current evidence insufficient.",uncued_056_d03; Novalis Robotics Meridian Shield recall board May 2025,Trace the unverified community roundup to identify any underlying primary records for the claim.; Search for direct operational records or official launch announcements from Novalis Robotics.
uncued_058_visible,uncued_058,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_058_d01,uncued_058_d02","uncued_058_d01,uncued_058_d02","uncued_058_d01,uncued_058_d04,uncued_058_d02","uncued_058_d03,uncued_058_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"There is insufficient reliable evidence to confirm whether Novalis Robotics launched the LumenBridge partner desk in July 2025. The claim traces back to a single community roundup note (uncued_058_d01) that admits to having no linked operational record. A subsequent registry entry (uncued_058_d02) simply echoes this unverified claim. In contrast, official operations and service memos from the same period (uncued_058_d03, uncued_058_d04) do not document any such launch.","The evidence environment presents a claim of the LumenBridge partner desk launch in July 2025 originating entirely from an unverified community roundup (uncued_058_d01). This claim is circularly repeated by a registry entry (uncued_058_d02) without providing any new primary evidence. Furthermore, official operational memos and indexes for the same time period (uncued_058_d03, uncued_058_d04) detail routine work but do not mention the LumenBridge program at all. The lack of primary operational records renders the evidence insufficient.",Novalis Robotics LumenBridge partner desk launch July 2025; uncued_058_d01,Search for official press releases or primary operational records confirming the launch of the LumenBridge partner desk.; Investigate the community roundup to determine the original source of the claim regarding the partner desk.
uncued_059_hidden,uncued_059,neutral_metadata_hidden,gemini-3.1-pro-preview,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_059_d01,uncued_059_d01,"uncued_059_d01,uncued_059_d02,uncued_059_d04",uncued_059_d04,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"There is insufficient reliable evidence to confirm whether Novalis Robotics launched the SolaceGrid repair exchange in August 2025. The claim originates entirely from a single community roundup (Document 2) that lacks an operational record or primary source backing. This assertion is then echoed by a partner recap (Document 3), which cites the roundup, creating a circular reference. Meanwhile, operational and service planning documents covering August 2025 (Documents 1 and 4) omit any mention of the launch. Given the absence of primary sources and independent corroboration, the claim cannot be definitively verified or refuted at this time.","The evidence environment is characterized by weak, circular reporting. Document 2 (uncued_059_d01) makes the claim about the August 2025 launch but lacks any operational record. Document 3 (uncued_059_d04) simply repeats this claim and explicitly cites Document 2, providing no independent verification. Operational planning documents covering August 2025 (Documents 1 and 4) do not mention the program at all. This lack of primary evidence makes the current information insufficient.",Novalis Robotics SolaceGrid repair exchange launch August 2025; uncued_059_d01,Search for official Novalis Robotics press releases or primary operational records to independently verify the launch.; Investigate the community roundup to see if it relies on any hidden primary documents or if it is purely speculative.
uncued_048_hidden,uncued_048,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_048_d02,uncued_048_d01","uncued_048_d01,uncued_048_d02","uncued_048_d02,uncued_048_d04","uncued_048_d03,uncued_048_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Based on the provided documents, there is insufficient evidence to confirm that Novalis Robotics launched the HelioSplice partner repair program in March 2025. A community roundup mentions it, but operational records from the same period do not.","The claim originates from a community roundup without operational records, repeated by a partner recap. Contemporaneous service memos show only routine Atlas valve checks, no HelioSplice program. Lacking corroboration, evidence is insufficient to confirm the launch.",uncued_048_d02; uncued_048_d04,Examine the primary source claiming the HelioSplice program appeared in March 2025.; Check operational service planning memo from March 2025 for HelioSplice mention; none found.
uncued_049_visible,uncued_049,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_049_d04,uncued_049_d01","uncued_049_d01,uncued_049_d04","uncued_049_d04,uncued_049_d03,uncued_049_d02","uncued_049_d03,uncued_049_d02",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The evidence is insufficient to confirm the launch. Two documents claim the AuroraDock toolkit appeared in April 2025, but both are unverified secondary accounts: a community roundup and a memo citing it. Operational records from the same period (timeline and planning memo) do not mention the toolkit, listing only routine Orion battery swaps. Without direct operational confirmation, the claim remains unsubstantiated. More investigation into primary sources is needed.","Two documents (uncued_049_d04, uncued_049_d01) mention the AuroraDock launch but lack direct verification: a community roundup and a partner recap circularly citing it. Primary operational records (uncued_049_d03, uncued_049_d02) only describe Orion battery swaps and omit AuroraDock. This creates a low-reliability echo with no corroborating operational data, suggesting potential fabrication or misreporting. Silence in primary sources weakens but does not refute the claim.",uncued_049_d04; AuroraDock April 2025 field upgrade,"The claim originates from an unverified community roundup; tracing its source could reveal operational backing.; Operational records omit the toolkit, so searching primary sources like deployment logs is essential for confirmation."
uncued_049_hidden,uncued_049,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_049_d02,uncued_049_d01","uncued_049_d01,uncued_049_d02","uncued_049_d04,uncued_049_d02,uncued_049_d03","uncued_049_d04,uncued_049_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The evidence is insufficient. While two documents state the toolkit launched in April 2025, they are a community roundup and a recap that cites it. Two depot service documents from the same time frame show only routine battery swaps. Without primary confirmation, the claim cannot be verified.","The environment contains a community roundup claiming the AuroraDock launch in April 2025 and a partner recap citing it. However, two operational records from the same site and period only mention routine Orion battery swaps, with no reference to the toolkit. The lack of primary documentation and the silence in operational records make the claim unconfirmed. The roundup and recap are effectively a single thread without independent corroboration. Thus, the evidence is insufficient to support the claim.",Novalis Robotics official product announcements April 2025; Operational records for East Yard depot April 2025,"To locate a primary source like a press release or internal log that would confirm the AuroraDock launch independently.; To verify if any official operational documents contradict or omit the toolkit launch, which would further weaken the roundup claim."
uncued_050_visible,uncued_050,neutral_metadata_visible,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_050_d02,uncued_050_d04","uncued_050_d02,uncued_050_d04","uncued_050_d04,uncued_050_d02,uncued_050_d01","uncued_050_d03,uncued_050_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The provided evidence is insufficient to confirm the launch. Doc_004 and uncued_050_d02 assert the event, but they are secondary sources without corroborating operational records. Absence of mention in routine service logs (uncued_050_d03, uncued_050_d01) does not refute the claim, but the lack of any primary launch record leaves the claim unverified.","The environment contains a community roundup (uncued_050_d04) claiming the launch and a partner recap (uncued_050_d02) referencing it, but no operational records (uncued_050_d03, uncued_050_d01) from May 2025 mention the board. Operational documents only describe routine 'Mira sensor recalibrations.' The roundup provides no verifiable source, suggesting potential noise or unverified information.",uncued_050_d04; Meridian Shield recall board launch May 2025,"Trace the origin of the roundup claim to verify its credibility, as it lacks linked operational records.; Search for a primary source like an official press release or program registry entry to corroborate the claim."
uncued_050_hidden,uncued_050,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_050_d02,uncued_050_d01","uncued_050_d01,uncued_050_d02","uncued_050_d02,uncued_050_d01,uncued_050_d04","uncued_050_d03,uncued_050_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Insufficient evidence. A community roundup and a partner recap claim the Meridian Shield recall board launched in May 2025, but no primary operational record, such as a service log or official announcement, confirms this. Operational documents from the same site (covering a different workstream) do not mention it. Without corroboration from primary sources, the claim remains unverified.","Environment contains secondary reports (roundup, partner recap) claiming a launch, but no primary operational record. Site-related documents for Mira recalibrations show routine work, not the board. The roundup's sole mention lacks verification; the recap simply repeats it. The absence of a linked service entry, even in a monthly index of site activities, reduces credibility. This is a polluted environment with uncorroborated assertions.",uncued_050_d02; Meridian Shield recall board launch record,"Trace the roundup's source to check for an operational record; it lacks any citation or verifiable link.; Search for a primary operational record, such as a service ticket or official log, to confirm the launch."
uncued_051_hidden,uncued_051,neutral_metadata_hidden,deepseek-v4-pro,packet_judgment,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_051_d04,uncued_051_d01","uncued_051_d01,uncued_051_d04","uncued_051_d04,uncued_051_d02,uncued_051_d03","uncued_051_d02,uncued_051_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Based on provided documents, it is unclear whether Novalis Robotics launched the Cobalt Loop service exchange in June 2025. A community roundup and a partner recap assert the service appeared in June 2025, but neither names Novalis Robotics nor provides operational records. Internal planning memos for the same period reference routine inspections but omit the service exchange. Without direct evidence linking Novalis Robotics to the service or a primary operational source, the claim cannot be sufficiently supported.","The evidence contains a community roundup (uncued_051_d04) and a partner recap (uncued_051_d01) claiming the Cobalt Loop service exchange appeared in June 2025, but without operational records or entity linkage to Novalis Robotics. Operational memos (uncued_051_d02, uncued_051_d03) mention routine Vega rail inspections, not Cobalt Loop, neither confirming nor refuting the claim. All documents share site code, workstream name, and date but lack explicit company identification, leaving the claim unsubstantiated.",uncued_051_d04; Novalis Robotics Cobalt Loop service exchange,The roundup claims the service appeared but lacks operational records; tracing the source could uncover primary evidence or expose the claim's origin.; Seeking a direct operational record or official announcement from Novalis Robotics would definitively confirm or refute the launch.
uncued_052_visible,uncued_052,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_052_d02,uncued_052_d03","uncued_052_d02,uncued_052_d03","uncued_052_d02,uncued_052_d03,uncued_052_d04","uncued_052_d01,uncued_052_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The available evidence does not allow a definitive conclusion. While a field note and a registry entry mention the LumenBridge partner desk launch in July 2025, they rely on an unverified community roundup and lack primary documentation. Concurrent operational records do not mention the launch, further undermining confidence. Therefore, the claim cannot be confirmed or refuted with the provided documents.","The documents are from a packet with consistent metadata, but the claim is sourced only from a field note repeating an unverified roundup (uncued_052_d02), and another document (uncued_052_d03) cites it circularly. The timeline note (uncued_052_d04) and operations memo (uncued_052_d01) do not mention the launch, suggesting it may not be an official event. The environment lacks independent, primary sources, making verification difficult. The use of identical site codes may indicate fabrication or a controlled information environment. Overall, evidence quality is low.",uncued_052_d02; LumenBridge partner desk launch July 2025,uncued_052_d02 mentions a community roundup as its source. Tracing that source is necessary to verify the original claim and assess its reliability.; No official Novalis Robotics primary source is provided. Searching for a press release or official announcement would directly support or refute the claim.
uncued_052_hidden,uncued_052,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_052_d03,uncued_052_d04","uncued_052_d03,uncued_052_d04","uncued_052_d03,uncued_052_d02","uncued_052_d02,uncued_052_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The claim that Novalis Robotics launched the LumenBridge partner desk in July 2025 is insufficiently supported. The only evidence is a community roundup (uncued_052_d03) and a recap citing it (uncued_052_d04), with no official confirmation or operational records. Other documents from the same period do not mention it, and the environment shows signs of potential coordination, reducing trust in the roundup.","The only evidence supporting the claim comes from a community roundup (uncued_052_d03) and its subsequent recap (uncued_052_d04), neither of which links to operational records. Other documents from the same site and timeframe (uncued_052_d02, uncued_052_d01) discuss routine work without mentioning the partner desk. The environment contains potential manipulation cues (same site code, workstream name, monthly close date) that may indicate coordinated content, but overall the claim relies on a single unverified source, making it insufficient to confirm.",uncued_052_d03; LumenBridge partner desk launch,Assess the community roundup's origin and credibility. It lacks operational records and may be unreliable. Tracing its source could reveal whether it is a credible witness or merely a rumor.; Look for an official Novalis Robotics press release or corporate announcement to confirm the LumenBridge partner desk launch. Primary sources would provide the highest reliability.
uncued_053_visible,uncued_053,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_053_d04,uncued_053_d01","uncued_053_d01,uncued_053_d04","uncued_053_d04,uncued_053_d01,uncued_053_d02","uncued_053_d02,uncued_053_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The claim that Novalis Robotics launched the SolaceGrid repair exchange in August 2025 is insufficiently supported. The sole evidence comes from a community roundup and its paraphrase, neither backed by operational records. Documents from the same period and workstream fail to mention the exchange, offering no corroboration. Without primary verification, the claim remains unconfirmed.","The environment contains documents sharing site codes and workstream names, indicating a coordinated packet. The only sources for the launch are a community roundup (uncued_053_d04) and its echo (uncued_053_d01), lacking operational records. Contemporaneous memos and indices (uncued_053_d02, uncued_053_d03) omit the launch, listing unrelated activities. This echoic, unsubstantiated environment is unreliable for verifying the claim.",uncued_053_d04; SolaceGrid repair exchange launch,The claim hinges on a community roundup with no operational record; tracing its origin could reveal fabrication or confirmation.; No primary operational document confirms the launch; a search for official records is needed to verify the event.
uncued_053_hidden,uncued_053,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_053_d02,uncued_053_d03","uncued_053_d02,uncued_053_d03","uncued_053_d02,uncued_053_d03","uncued_053_d04,uncued_053_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The evidence is insufficient to determine whether Novalis Robotics launched the SolaceGrid repair exchange in August 2025. While a community roundup (uncued_053_d03) and a partner recap (uncued_053_d02) state that the launch occurred, these are the only sources and lack operational records or official corroboration. Other documents from the same period focus on different workstreams and do not mention the exchange. Therefore, the claim cannot be verified with the available information.","The evidence environment contains four documents. Two (uncued_053_d02, uncued_053_d03) mention the SolaceGrid repair exchange launch in August 2025, with uncued_053_d03 being a community roundup and uncued_053_d02 a partner recap citing uncued_053_d03. The other two (uncued_053_d04, uncued_053_d01) discuss unrelated workstreams in the same period. No operational records, official statements, or verifiable data are provided. The claim relies solely on an unverified roundup with no corroborating evidence, making the environment insufficient to confirm or refute the launch.",uncued_053_d03; SolaceGrid repair exchange launch operational records August 2025,uncued_053_d03 is the sole source of the claim; tracing its source could reveal whether it is based on an official announcement or hearsay.; No operational records are present in the evidence; searching for primary sources could confirm or refute the launch.
uncued_054_visible,uncued_054,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_054_d03,uncued_054_d01,uncued_054_d02,uncued_054_d04","uncued_054_d03,uncued_054_d04","uncued_054_d04,uncued_054_d01,uncued_054_d02",,1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Based on the provided evidence, it cannot be determined whether Novalis Robotics launched the HelioSplice partner repair program in March 2025. The only direct mention comes from a community roundup (uncued_054_d04) with no linked operational record, and the claim is repeated in uncued_054_d03. Operational documents from the same period do not reference the program, but their scope may not cover it. Further investigation is needed.","The environment contains one document (uncued_054_d04) claiming the program launched in March 2025, but it is a community roundup without operational backing. Another (uncued_054_d03) repeats the claim, citing uncued_054_d04. Two operational documents (uncued_054_d01, uncued_054_d02) from the same timeframe do not mention the program, suggesting potential absence, but they are not comprehensive. The reliance on a single unverified source and lack of corroborating operational records make the evidence insufficient to confirm or refute the claim.",uncued_054_d04; HelioSplice partner repair program operational records,"uncued_054_d04 is a community roundup without operational records; tracing its origin may reveal if it is trustworthy.; Operational documents from March 2025 (e.g., service logs) could directly contradict the launch if absent."
uncued_054_hidden,uncued_054,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_054_d02,uncued_054_d04","uncued_054_d02,uncued_054_d04","uncued_054_d02,uncued_054_d04,uncued_054_d01","uncued_054_d03,uncued_054_d01",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Based on the provided documents, there is insufficient evidence to confirm the launch. Only a community roundup (uncued_054_d02) claims the HelioSplice partner repair program appeared in March 2025, and this is repeated by a partner recap (uncued_054_d04). Other operational documents (uncued_054_d01, uncued_054_d03) detail routine work but omit any reference to the program, and no primary launch records are present.","All documents originate from January 2025, predating the claimed March 2025 launch. The sole support comes from a roundup (uncued_054_d02) asserting the program 'appeared' without operational evidence, echoed later by a recap (uncued_054_d04) citing it. Other documents detail routine service work (Atlas valve checks) but make no mention of the HelioSplice program. No independent corroboration exists, and the environment relies on a single, unverified source, indicating low evidence quality.",uncued_054_d02; HelioSplice partner repair program,Trace the community roundup source to check for any operational backing; the absence of linked records weakens the claim.; Search for launch notices or service memos that would confirm the program's existence in March 2025.
uncued_055_hidden,uncued_055,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_055_d02,uncued_055_d01","uncued_055_d01,uncued_055_d02","uncued_055_d02,uncued_055_d03,uncued_055_d04","uncued_055_d03,uncued_055_d04",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The claim that Novalis Robotics launched the AuroraDock field upgrade toolkit in April 2025 is insufficiently supported. While a community roundup (uncued_055_d02) and a partner recap (uncued_055_d01) mention the launch, they lack operational evidence. In contrast, official records (uncued_055_d03, uncued_055_d04) from the same time frame do not mention AuroraDock and instead document Orion battery swaps. Without direct, reliable confirmation, the claim cannot be verified.","The environment contains a community roundup (uncued_055_d02) and a partner recap (uncued_055_d01) claiming the AuroraDock toolkit appeared in April 2025, but both lack operational backing and rely on each other. Two operational documents (uncued_055_d03 and uncued_055_d04) from the same site and period mention only Orion battery swaps and do not reference AuroraDock, casting doubt on the claim. The conflict between less authoritative mentions and detailed operational records suggests the evidence is weak and insufficient to verify the claim.",uncued_055_d02; AuroraDock field upgrade toolkit launch records,"Trace the source of the community roundup to assess its reliability and check if it cites any operational records.; Search for primary operational records (e.g., deployment logs, project reports) that would confirm or deny the toolkit launch."
uncued_056_visible,uncued_056,neutral_metadata_visible,deepseek-v4-pro,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,uncued_056_d01,uncued_056_d01,"uncued_056_d04,uncued_056_d01,uncued_056_d02","uncued_056_d04,uncued_056_d02,uncued_056_d03",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"Given the evidence, it is insufficient to confirm or refute the launch. Only a community roundup and its repetition claim the board appeared; operational records are absent.","Four documents from March 2025 reference May 2025. Two mention Meridian Shield (uncued_056_d01 and derivative uncued_056_d03), while two planning memos do not. No operational evidence exists. The sources are low-quality and future-looking, making verification impossible.",Meridian Shield recall board launch records; uncued_056_d01,No primary source or operational record confirms the launch; official documentation is needed for verification.; The claim originates from a community roundup; tracing its source could assess reliability.
uncued_056_hidden,uncued_056,neutral_metadata_hidden,deepseek-v4-pro,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_056_d03,uncued_056_d04","uncued_056_d03,uncued_056_d04","uncued_056_d03,uncued_056_d01,uncued_056_d02","uncued_056_d01,uncued_056_d02",1,0,1,1,0.0,fail,1.0,pass,1.0,pass,likely_schema_allocation_artifact,"The evidence is insufficient to confirm or refute the launch of the Meridian Shield recall board by Novalis Robotics in May 2025. While a community roundup (uncued_056_d03) and a partner recap (uncued_056_d04) claim it occurred, they are low-authority and the recap merely cites the roundup. Conversely, a monthly index (uncued_056_d01) and a service planning memo (uncued_056_d02) for May 2025 do not mention it, which is a significant omission given their relevance. Without a primary operational record or explicit contradiction, the claim cannot be reliably validated or dismissed.","The evidence environment consists of four documents. Two (uncued_056_d03, uncued_056_d04) are a community roundup and a partner recap that claim the Meridian Shield recall board launched in May 2025, but the recap simply repeats the roundup without independent verification. The other two (uncued_056_d01, uncued_056_d02) are operational records—a monthly index and a service planning memo—for the same period and workstream; neither mentions the launch, and the planning memo details routine recalibrations instead. The absence in these records, which would likely note a program launch, undermines the roundup's claim. The overall quality is low due to unsubstantiated reporting and lack of primar…",official Novalis Robotics press release or product launch record for Meridian Shield recall board; documents that explicitly deny or omit the Meridian Shield recall board launch in May 2025 from otherwise comprehensive records,"The only mentions are a community roundup and its recap; no primary operational record confirms the launch, so we need an official source.; The monthly index and planning memo covering May 2025 do not list the launch, suggesting it may not have occurred; explicit denial would strengthen contradiction."
uncued_058_visible,uncued_058,neutral_metadata_visible,deepseek-v4-pro,active_verification,generated_lore,insufficient,insufficient,1.0,0.0,"uncued_058_d01,uncued_058_d02","uncued_058_d01,uncued_058_d02","uncued_058_d01,uncued_058_d03,uncued_058_d02",,0,0,1,1,0.0,fail,0.0,fail,0.0,fail,strict_true_failure,"There is insufficient evidence to confirm whether Novalis Robotics launched the LumenBridge partner desk in July 2025. Only one uncorroborated field note supports it, while operational records omit any reference to it.","The environment includes a field note (uncued_058_d01) and a registry entry (uncued_058_d02) claiming the launch, but uncued_058_d02 cites uncued_058_d01, so there's no independent corroboration. Two operational memos (uncued_058_d03, uncued_058_d04) focus on routine pump work and do not mention the desk. The claim lacks supporting operational evidence.",uncued_058_d01; LumenBridge partner desk,"uncued_058_d01 is the sole source for the launch claim, but lacks operational records. Tracing its origin could reveal if it's based on verifiable information or rumor.; If Novalis Robotics launched the desk, there should be primary operational records (e.g., press releases, project logs). Searching for such records would confirm or deny the claim."
