task_id,base_task_id,view,model,family,condition,gold_verdict,predicted_verdict,belief_correctness,operational_epistemic_escape,clean_support_contract,pollutant_rejection_contract,evidence_selection_contract,verification_contract,composite_evidence_hygiene_contract,final_verdict_correct,no_dirty_support,clean_support_recovered,pollutant_rejected_or_diagnosed,verification_path_executable,primary_source_action_or_cue,support_doc_ids,selected_doc_ids,rejected_doc_ids,polluted_support_doc_ids,clean_support_doc_ids
uncued_031_hidden,uncued_031,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,0,0,0,1,0,1,1,0,1,1,1,,"uncued_031_d04,uncued_031_d02,uncued_031_d01","uncued_031_d02,uncued_031_d01",,
uncued_028_hidden,uncued_028,neutral_metadata_hidden,gpt-5.5,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_028_d02,"uncued_028_d02,uncued_028_d04,uncued_028_d01","uncued_028_d04,uncued_028_d01,uncued_028_d03",,uncued_028_d02
uncued_007_hidden,uncued_007,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,clean,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,0,1,1,uncued_007_d04,uncued_007_d04,"uncued_007_d03,uncued_007_d02,uncued_007_d01",,uncued_007_d04
uncued_024_visible,uncued_024,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_024_d02,"uncued_024_d01,uncued_024_d02,uncued_024_d04","uncued_024_d01,uncued_024_d04",,uncued_024_d02
uncued_029_visible,uncued_029,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_029_d04,"uncued_029_d04,uncued_029_d02,uncued_029_d01","uncued_029_d02,uncued_029_d01,uncued_029_d03",,uncued_029_d04
uncued_032_visible,uncued_032,neutral_metadata_visible,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_032_d01,"uncued_032_d01,uncued_032_d04,uncued_032_d02","uncued_032_d04,uncued_032_d02",,uncued_032_d01
uncued_032_hidden,uncued_032,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,false_consensus,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,"uncued_032_d03,uncued_032_d04","uncued_032_d03,uncued_032_d04,uncued_032_d02","uncued_032_d02,uncued_032_d01","uncued_032_d03,uncued_032_d04",
uncued_029_hidden,uncued_029,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_029_d02,"uncued_029_d02,uncued_029_d04,uncued_029_d03","uncued_029_d04,uncued_029_d03,uncued_029_d01",,uncued_029_d02
uncued_024_hidden,uncued_024,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_024_d01,"uncued_024_d01,uncued_024_d02,uncued_024_d04","uncued_024_d02,uncued_024_d04",,uncued_024_d01
uncued_030_visible,uncued_030,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_030_d03,"uncued_030_d03,uncued_030_d04,uncued_030_d01","uncued_030_d04,uncued_030_d01,uncued_030_d02",,uncued_030_d03
uncued_008_visible,uncued_008,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,clean,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,0,1,1,uncued_008_d02,uncued_008_d02,,,uncued_008_d02
uncued_033_visible,uncued_033,neutral_metadata_visible,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,"uncued_033_d02,uncued_033_d04","uncued_033_d01,uncued_033_d02,uncued_033_d04",uncued_033_d03,"uncued_033_d02,uncued_033_d04",
uncued_025_visible,uncued_025,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_025_d01,"uncued_025_d02,uncued_025_d01,uncued_025_d03","uncued_025_d02,uncued_025_d03",,uncued_025_d01
uncued_030_hidden,uncued_030,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_030_d02,"uncued_030_d02,uncued_030_d03,uncued_030_d01","uncued_030_d03,uncued_030_d01,uncued_030_d04",,uncued_030_d02
uncued_033_hidden,uncued_033,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_033_d03,"uncued_033_d03,uncued_033_d04,uncued_033_d02","uncued_033_d04,uncued_033_d02",,uncued_033_d03
uncued_025_hidden,uncued_025,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_025_d03,"uncued_025_d02,uncued_025_d04,uncued_025_d03","uncued_025_d02,uncued_025_d04",,uncued_025_d03
uncued_031_visible,uncued_031,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_031_d04,"uncued_031_d04,uncued_031_d03,uncued_031_d02","uncued_031_d03,uncued_031_d02,uncued_031_d01",,uncued_031_d04
uncued_026_visible,uncued_026,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_026_d02,"uncued_026_d03,uncued_026_d02,uncued_026_d04","uncued_026_d03,uncued_026_d04",,uncued_026_d02
uncued_034_visible,uncued_034,neutral_metadata_visible,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,1,1,1,1,1,1,1,uncued_034_d03,"uncued_034_d03,uncued_034_d02,uncued_034_d04","uncued_034_d02,uncued_034_d04",,uncued_034_d03
uncued_031_hidden,uncued_031,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_031_d04,"uncued_031_d04,uncued_031_d02,uncued_031_d01","uncued_031_d02,uncued_031_d01,uncued_031_d03",,uncued_031_d04
uncued_034_hidden,uncued_034,neutral_metadata_hidden,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,1,1,1,1,1,1,1,uncued_034_d03,"uncued_034_d03,uncued_034_d02,uncued_034_d04","uncued_034_d02,uncued_034_d04",,uncued_034_d03
uncued_008_hidden,uncued_008,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,clean,supported,insufficient,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,,uncued_008_d03,"uncued_008_d03,uncued_008_d02,uncued_008_d01,uncued_008_d04",,
uncued_026_hidden,uncued_026,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_026_d02,"uncued_026_d04,uncued_026_d02,uncued_026_d01","uncued_026_d04,uncued_026_d01",,uncued_026_d02
uncued_032_visible,uncued_032,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_032_d01,"uncued_032_d01,uncued_032_d04,uncued_032_d02","uncued_032_d04,uncued_032_d02,uncued_032_d03",,uncued_032_d01
uncued_035_visible,uncued_035,neutral_metadata_visible,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,0.0,0,0,0,1,0,1,0,0,1,1,1,"uncued_035_d04,uncued_035_d03","uncued_035_d02,uncued_035_d03,uncued_035_d04",uncued_035_d02,"uncued_035_d03,uncued_035_d04",
uncued_032_hidden,uncued_032,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_032_d02,"uncued_032_d02,uncued_032_d03,uncued_032_d04","uncued_032_d03,uncued_032_d04,uncued_032_d01",,uncued_032_d02
uncued_027_visible,uncued_027,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_027_d04,"uncued_027_d04,uncued_027_d02,uncued_027_d01","uncued_027_d02,uncued_027_d01",,uncued_027_d04
uncued_033_visible,uncued_033,neutral_metadata_visible,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_033_d01,"uncued_033_d01,uncued_033_d02,uncued_033_d04","uncued_033_d02,uncued_033_d04,uncued_033_d03",,uncued_033_d01
uncued_009_visible,uncued_009,neutral_metadata_visible,deepseek-v4-pro,evidence_selection,clean,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,0,1,1,uncued_009_d03,uncued_009_d03,,,uncued_009_d03
uncued_035_hidden,uncued_035,neutral_metadata_hidden,claude-opus-4-7,active_verification,false_consensus,refuted,refuted,1.0,0.0,0,0,0,1,1,1,1,0,1,1,1,,"uncued_035_d04,uncued_035_d03,uncued_035_d01","uncued_035_d03,uncued_035_d01",,
uncued_033_hidden,uncued_033,neutral_metadata_hidden,gpt-5.5,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_033_d03,"uncued_033_d03,uncued_033_d04,uncued_033_d02","uncued_033_d04,uncued_033_d02,uncued_033_d01",,uncued_033_d03
uncued_027_hidden,uncued_027,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_027_d04,"uncued_027_d02,uncued_027_d04,uncued_027_d01","uncued_027_d02,uncued_027_d01",,uncued_027_d04
uncued_034_visible,uncued_034,neutral_metadata_visible,gpt-5.5,active_verification,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_034_d03,"uncued_034_d03,uncued_034_d02,uncued_034_d04","uncued_034_d02,uncued_034_d04,uncued_034_d01",,uncued_034_d03
uncued_028_visible,uncued_028,neutral_metadata_visible,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,1,1,1,1,1,uncued_028_d01,"uncued_028_d03,uncued_028_d01,uncued_028_d02","uncued_028_d03,uncued_028_d02",,uncued_028_d01
uncued_036_visible,uncued_036,neutral_metadata_visible,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_036_d03,"uncued_036_d03,uncued_036_d01,uncued_036_d02","uncued_036_d01,uncued_036_d02",,uncued_036_d03
uncued_034_hidden,uncued_034,neutral_metadata_hidden,gpt-5.5,active_verification,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_034_d03,"uncued_034_d03,uncued_034_d02,uncued_034_d04","uncued_034_d02,uncued_034_d04",,uncued_034_d03
uncued_036_hidden,uncued_036,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_036_d04,"uncued_036_d04,uncued_036_d02,uncued_036_d03","uncued_036_d02,uncued_036_d03,uncued_036_d01",,uncued_036_d04
uncued_028_hidden,uncued_028,neutral_metadata_hidden,gemini-3.1-pro-preview,packet_judgment,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_028_d02,"uncued_028_d02,uncued_028_d04,uncued_028_d01","uncued_028_d04,uncued_028_d01",,uncued_028_d02
uncued_037_visible,uncued_037,neutral_metadata_visible,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_037_d02,"uncued_037_d02,uncued_037_d01,uncued_037_d04","uncued_037_d01,uncued_037_d04",,uncued_037_d02
uncued_035_visible,uncued_035,neutral_metadata_visible,gpt-5.5,active_verification,false_consensus,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_035_d02,"uncued_035_d02,uncued_035_d03,uncued_035_d04","uncued_035_d03,uncued_035_d04,uncued_035_d01",,uncued_035_d02
uncued_009_hidden,uncued_009,neutral_metadata_hidden,deepseek-v4-pro,evidence_selection,clean,refuted,refuted,1.0,0.0,0,0,0,1,0,1,1,0,0,1,1,,uncued_009_d01,uncued_009_d01,,
uncued_029_visible,uncued_029,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,0,0,1,1,1,"uncued_029_d02,uncued_029_d01","uncued_029_d02,uncued_029_d01,uncued_029_d04","uncued_029_d04,uncued_029_d03","uncued_029_d01,uncued_029_d02",
uncued_037_hidden,uncued_037,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_037_d02,"uncued_037_d02,uncued_037_d01","uncued_037_d01,uncued_037_d04,uncued_037_d03",,uncued_037_d02
uncued_035_hidden,uncued_035,neutral_metadata_hidden,gpt-5.5,active_verification,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,1,1,1,1,1,1,1,uncued_035_d04,"uncued_035_d04,uncued_035_d03,uncued_035_d01","uncued_035_d03,uncued_035_d01,uncued_035_d02",,uncued_035_d04
uncued_029_hidden,uncued_029,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_029_d02,"uncued_029_d02,uncued_029_d04,uncued_029_d03","uncued_029_d04,uncued_029_d03",,uncued_029_d02
uncued_038_visible,uncued_038,neutral_metadata_visible,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_038_d04,"uncued_038_d04,uncued_038_d03,uncued_038_d01","uncued_038_d03,uncued_038_d01,uncued_038_d02",,uncued_038_d04
uncued_038_hidden,uncued_038,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_038_d03,"uncued_038_d03,uncued_038_d02,uncued_038_d01","uncued_038_d02,uncued_038_d01",,uncued_038_d03
uncued_036_visible,uncued_036,neutral_metadata_visible,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_036_d03,"uncued_036_d03,uncued_036_d01,uncued_036_d02","uncued_036_d01,uncued_036_d02",,uncued_036_d03
uncued_010_visible,uncued_010,neutral_metadata_visible,deepseek-v4-pro,active_verification,clean,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,0,1,0,uncued_010_d01,uncued_010_d01,"uncued_010_d03,uncued_010_d04,uncued_010_d02",,uncued_010_d01
uncued_036_hidden,uncued_036,neutral_metadata_hidden,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_036_d04,"uncued_036_d04,uncued_036_d02,uncued_036_d03",uncued_036_d02,,uncued_036_d04
uncued_030_visible,uncued_030,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_030_d03,"uncued_030_d04,uncued_030_d01,uncued_030_d03","uncued_030_d04,uncued_030_d01,uncued_030_d02",,uncued_030_d03
uncued_039_visible,uncued_039,neutral_metadata_visible,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_039_d02,"uncued_039_d02,uncued_039_d04,uncued_039_d03","uncued_039_d04,uncued_039_d01",,uncued_039_d02
uncued_039_hidden,uncued_039,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_039_d03,"uncued_039_d03,uncued_039_d04,uncued_039_d01",uncued_039_d04,,uncued_039_d03
uncued_037_visible,uncued_037,neutral_metadata_visible,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_037_d02,"uncued_037_d02,uncued_037_d01,uncued_037_d04","uncued_037_d01,uncued_037_d04,uncued_037_d03",,uncued_037_d02
uncued_040_visible,uncued_040,neutral_metadata_visible,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_040_d02,"uncued_040_d02,uncued_040_d04","uncued_040_d04,uncued_040_d01,uncued_040_d03",,uncued_040_d02
uncued_030_hidden,uncued_030,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_030_d02,"uncued_030_d02,uncued_030_d03,uncued_030_d01","uncued_030_d03,uncued_030_d01",,uncued_030_d02
uncued_037_hidden,uncued_037,neutral_metadata_hidden,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_037_d02,"uncued_037_d02,uncued_037_d01,uncued_037_d03","uncued_037_d01,uncued_037_d03,uncued_037_d04",,uncued_037_d02
uncued_040_hidden,uncued_040,neutral_metadata_hidden,claude-opus-4-7,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_040_d04,"uncued_040_d04,uncued_040_d03,uncued_040_d01","uncued_040_d03,uncued_040_d01",,uncued_040_d04
uncued_038_visible,uncued_038,neutral_metadata_visible,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_038_d04,"uncued_038_d04,uncued_038_d03,uncued_038_d01","uncued_038_d03,uncued_038_d01,uncued_038_d02",,uncued_038_d04
uncued_010_hidden,uncued_010,neutral_metadata_hidden,deepseek-v4-pro,active_verification,clean,supported,supported,1.0,0.0,1,0,0,1,1,1,1,1,0,1,1,uncued_010_d03,uncued_010_d03,,,uncued_010_d03
uncued_038_hidden,uncued_038,neutral_metadata_hidden,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_038_d03,"uncued_038_d03,uncued_038_d02,uncued_038_d01","uncued_038_d02,uncued_038_d01,uncued_038_d04",,uncued_038_d03
uncued_031_visible,uncued_031,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_031_d04,"uncued_031_d03,uncued_031_d02,uncued_031_d04","uncued_031_d03,uncued_031_d02",,uncued_031_d04
uncued_041_visible,uncued_041,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_041_d02,"uncued_041_d02,uncued_041_d01,uncued_041_d03","uncued_041_d01,uncued_041_d03",,uncued_041_d02
uncued_039_visible,uncued_039,neutral_metadata_visible,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_039_d02,"uncued_039_d02,uncued_039_d04,uncued_039_d01","uncued_039_d04,uncued_039_d03,uncued_039_d01",,uncued_039_d02
uncued_031_hidden,uncued_031,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_031_d04,"uncued_031_d04,uncued_031_d02,uncued_031_d01","uncued_031_d02,uncued_031_d01",,uncued_031_d04
uncued_041_hidden,uncued_041,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_041_d03,"uncued_041_d03,uncued_041_d04,uncued_041_d01","uncued_041_d04,uncued_041_d01,uncued_041_d02",,uncued_041_d03
uncued_042_visible,uncued_042,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_042_d01,"uncued_042_d01,uncued_042_d03,uncued_042_d04",uncued_042_d03,,uncued_042_d01
uncued_039_hidden,uncued_039,neutral_metadata_hidden,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_039_d03,"uncued_039_d03,uncued_039_d04,uncued_039_d01","uncued_039_d04,uncued_039_d01,uncued_039_d02",,uncued_039_d03
uncued_032_visible,uncued_032,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_032_d01,"uncued_032_d01,uncued_032_d04,uncued_032_d02","uncued_032_d04,uncued_032_d02",,uncued_032_d01
uncued_042_hidden,uncued_042,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_042_d02,"uncued_042_d02,uncued_042_d03,uncued_042_d04","uncued_042_d03,uncued_042_d04",,uncued_042_d02
uncued_040_visible,uncued_040,neutral_metadata_visible,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_040_d02,"uncued_040_d02,uncued_040_d04","uncued_040_d04,uncued_040_d01,uncued_040_d03",,uncued_040_d02
uncued_011_visible,uncued_011,neutral_metadata_visible,deepseek-v4-pro,active_verification,clean,refuted,refuted,1.0,1.0,0,0,0,1,1,1,1,0,1,1,1,,uncued_011_d03,"uncued_011_d01,uncued_011_d02,uncued_011_d04",,
uncued_040_hidden,uncued_040,neutral_metadata_hidden,gpt-5.5,packet_judgment,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_040_d04,"uncued_040_d04,uncued_040_d03,uncued_040_d01","uncued_040_d03,uncued_040_d01",,uncued_040_d04
uncued_043_visible,uncued_043,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_043_d03,"uncued_043_d03,uncued_043_d01,uncued_043_d02","uncued_043_d01,uncued_043_d02,uncued_043_d04",,uncued_043_d03
uncued_032_hidden,uncued_032,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_032_d02,"uncued_032_d02,uncued_032_d03,uncued_032_d04","uncued_032_d03,uncued_032_d04",,uncued_032_d02
uncued_041_visible,uncued_041,neutral_metadata_visible,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_041_d02,"uncued_041_d02,uncued_041_d01,uncued_041_d03","uncued_041_d01,uncued_041_d04,uncued_041_d03",,uncued_041_d02
uncued_043_hidden,uncued_043,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_043_d01,"uncued_043_d01,uncued_043_d03,uncued_043_d02","uncued_043_d03,uncued_043_d02,uncued_043_d04",,uncued_043_d01
uncued_044_visible,uncued_044,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_044_d04,"uncued_044_d04,uncued_044_d03,uncued_044_d02","uncued_044_d03,uncued_044_d01",,uncued_044_d04
uncued_033_visible,uncued_033,neutral_metadata_visible,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_033_d01,"uncued_033_d02,uncued_033_d04,uncued_033_d01","uncued_033_d02,uncued_033_d04",,uncued_033_d01
uncued_044_hidden,uncued_044,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_044_d02,"uncued_044_d02,uncued_044_d03,uncued_044_d04",uncued_044_d03,,uncued_044_d02
uncued_041_hidden,uncued_041,neutral_metadata_hidden,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_041_d03,"uncued_041_d03,uncued_041_d04,uncued_041_d01","uncued_041_d04,uncued_041_d01,uncued_041_d02",,uncued_041_d03
uncued_045_visible,uncued_045,neutral_metadata_visible,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_045_d02,"uncued_045_d02,uncued_045_d01,uncued_045_d04","uncued_045_d01,uncued_045_d04,uncued_045_d03",,uncued_045_d02
uncued_042_visible,uncued_042,neutral_metadata_visible,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_042_d01,"uncued_042_d01,uncued_042_d03,uncued_042_d04","uncued_042_d03,uncued_042_d02,uncued_042_d04",,uncued_042_d01
uncued_033_hidden,uncued_033,neutral_metadata_hidden,gemini-3.1-pro-preview,evidence_selection,false_consensus,refuted,refuted,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_033_d03,"uncued_033_d04,uncued_033_d03,uncued_033_d02","uncued_033_d04,uncued_033_d02",,uncued_033_d03
uncued_045_hidden,uncued_045,neutral_metadata_hidden,claude-opus-4-7,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_045_d04,"uncued_045_d04,uncued_045_d03,uncued_045_d01",uncued_045_d03,,uncued_045_d04
uncued_011_hidden,uncued_011,neutral_metadata_hidden,deepseek-v4-pro,active_verification,clean,refuted,refuted,1.0,1.0,1,0,0,1,1,1,1,1,0,1,1,uncued_011_d03,uncued_011_d03,,,uncued_011_d03
uncued_042_hidden,uncued_042,neutral_metadata_hidden,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_042_d02,"uncued_042_d02,uncued_042_d03,uncued_042_d04","uncued_042_d03,uncued_042_d04,uncued_042_d01",,uncued_042_d02
uncued_034_visible,uncued_034,neutral_metadata_visible,gemini-3.1-pro-preview,active_verification,false_consensus,refuted,insufficient,0.0,0.0,0,0,0,1,0,0,1,1,1,1,1,uncued_034_d03,"uncued_034_d02,uncued_034_d03,uncued_034_d04","uncued_034_d02,uncued_034_d04",,uncued_034_d03
uncued_046_visible,uncued_046,neutral_metadata_visible,claude-opus-4-7,active_verification,buried_primary,supported,supported,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,uncued_046_d03,"uncued_046_d03,uncued_046_d04,uncued_046_d02","uncued_046_d04,uncued_046_d01",,uncued_046_d03
uncued_043_visible,uncued_043,neutral_metadata_visible,gpt-5.5,evidence_selection,buried_primary,supported,supported,1.0,0.0,1,0,0,1,0,1,1,1,1,1,1,uncued_043_d03,"uncued_043_d03,uncued_043_d01,uncued_043_d02","uncued_043_d01,uncued_043_d02,uncued_043_d04",,uncued_043_d03
