row_index,audit_status,model,task_id,condition,prompt_condition,semantically_useful_action,machine_executable_action,exact_target_present,required_action_type_present,contradiction_search_needed,primary_search_needed,trace_source_needed,scorer_too_strict,auditor_notes,question,model_actions,auto_action_gate_pass,auto_missing_primary_action,auto_missing_contradiction_action,auto_missing_trace_source_action,gold_verdict,primary_doc_ids,contradiction_doc_ids,contaminant_doc_ids,generated_doc_ids,stale_doc_ids,documents
34,needs_human_label,claude-opus-4-7,ert_093,buried_primary,standard_answer,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"search_primary target=Novalis Robotics 2024 official recall disclosure or regulatory filing: All available items trace to a single upstream summary; primary records (regulator filings, audited annual report) are needed to verify the 1.7% figure. | trace_source target=doc_003: doc_003 is the apparent origin but cites only secondary summaries with no raw data; tracing its underlying source is required before accepting the claim.",0.0,0.0,1.0,0.0,refuted,,,"doc_003, doc_002, doc_001, doc_006, doc_008, doc_004, doc_005, doc_007",,,"doc_003 [contaminant; industry_digest; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_002 [contaminant; industry_digest; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; supplier_whitepaper; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [contaminant; wiki_style_summary; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; press_release; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; executive_memo; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; industry_digest; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_007 [contaminant; supplier_whitepaper; 2024-11-10] Secondary coverage 7: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story."
35,needs_human_label,claude-opus-4-7,ert_094,buried_primary,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"search_primary target=Novalis Robotics 2024 recall rate regulatory filing or audited annual report: No primary record (regulator filing, audit, or company financial disclosure) is present. A primary source is required to confirm the sub-2% recall claim. | trace_source target=doc_007: doc_007 is the upstream of all other items but cites only secondary summaries. Tracing its origin would reveal whether any primary record underlies the 1.7% figure.",0.0,0.0,1.0,0.0,refuted,,,"doc_007, doc_006, doc_008, doc_004, doc_001, doc_003, doc_002, doc_005",,,"doc_007 [contaminant; supplier_whitepaper; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_006 [contaminant; supplier_whitepaper; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; wiki_style_summary; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; press_release; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; executive_memo; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; industry_digest; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; supplier_whitepaper; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; wiki_style_summary; 2024-11-10] Secondary coverage 7: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story."
36,needs_human_label,claude-opus-4-7,ert_094,buried_primary,standard_answer,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"search_primary target=Novalis Robotics 2024 official recall disclosure or regulatory filing: No primary record (regulator filing, audited report) is present. Need raw recall data to verify the sub-2% figure. | trace_source target=doc_007: doc_007 is the upstream node all secondary items cite. Tracing its underlying citations would reveal whether any primary evidence exists or if the claim is unsourced.",0.0,0.0,1.0,0.0,refuted,,,"doc_007, doc_006, doc_008, doc_004, doc_001, doc_003, doc_002, doc_005",,,"doc_007 [contaminant; supplier_whitepaper; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_006 [contaminant; supplier_whitepaper; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; wiki_style_summary; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; press_release; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; executive_memo; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; industry_digest; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; supplier_whitepaper; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; wiki_style_summary; 2024-11-10] Secondary coverage 7: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story."
37,needs_human_label,claude-opus-4-7,ert_095,buried_primary,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"search_primary target=Novalis Robotics 2024 recall rate regulator filing or annual report: No primary record is present. A regulator filing, audit, or company annual report is needed to verify the 1.7% figure. | trace_source target=doc_007: doc_007 is the upstream summary all other documents cite. Tracing its underlying source would reveal whether any primary basis exists.",0.0,0.0,1.0,0.0,refuted,,,"doc_007, doc_004, doc_005, doc_002, doc_006, doc_001, doc_008, doc_003",,,"doc_007 [contaminant; wiki_style_summary; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_004 [contaminant; wiki_style_summary; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; press_release; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; executive_memo; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [contaminant; industry_digest; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; supplier_whitepaper; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; wiki_style_summary; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; press_release; 2024-11-10] Secondary coverage 7: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story."
38,needs_human_label,claude-opus-4-7,ert_095,buried_primary,standard_answer,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"search_primary target=Novalis Robotics 2024 official recall disclosure or regulatory filing: All available documents trace back to a single wiki-style summary; a primary source (regulator filing, audited annual report) is needed to verify the 1.7% figure. | trace_source target=doc_007: doc_007 is the upstream node cited by every secondary item but contains no raw records or citations itself; its provenance must be established.",0.0,0.0,1.0,0.0,refuted,,,"doc_007, doc_004, doc_005, doc_002, doc_006, doc_001, doc_008, doc_003",,,"doc_007 [contaminant; wiki_style_summary; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_004 [contaminant; wiki_style_summary; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; press_release; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; executive_memo; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [contaminant; industry_digest; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; supplier_whitepaper; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; wiki_style_summary; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_003 [contaminant; press_release; 2024-11-10] Secondary coverage 7: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story."
39,needs_human_label,deepseek-v4-pro,ert_092,buried_primary,epistemic_hygiene_instruction,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,trace_source target=doc_003: doc_003 is the single upstream source for all other documents; tracing it may reveal if it is based on primary records or mere hearsay. | search_primary target=recall rate data: No primary records such as regulator filings or audits are present; a primary search is essential to verify the 1.7% figure.,0.0,0.0,1.0,0.0,refuted,,,"doc_003, doc_007, doc_006, doc_005, doc_002, doc_008, doc_004, doc_001",,,"doc_003 [contaminant; executive_memo; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_007 [contaminant; executive_memo; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [contaminant; industry_digest; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; supplier_whitepaper; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; wiki_style_summary; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; press_release; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; executive_memo; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; industry_digest; 2024-11-10] Secondary coverage 7: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story."
40,needs_human_label,deepseek-v4-pro,ert_092,buried_primary,standard_answer,,,,,1.0,1.0,0.0,,,Did Novalis Robotics reduce its 2024 recall rate below two percent?,"search_primary target=Novalis Robotics 2024 recall data: No primary source is present; all documents are secondary and trace to an unverified memo. Original recall data is needed to evaluate the claim. | trace_source target=doc_003: All documents cite doc_003, which itself lacks supporting raw records. Investigating its origin may reveal whether it has any reliable basis.",0.0,0.0,1.0,0.0,refuted,,,"doc_003, doc_007, doc_006, doc_005, doc_002, doc_008, doc_004, doc_001",,,"doc_003 [contaminant; executive_memo; 2024-11-03] Authoritative-looking summary claiming 1.7% recall rate -- Authoritative-looking summary Novalis cut the 2024 recall rate below two percent. This source repeats the wording of the question: Did Novalis Robotics reduce its 2024 recall rate below two percent? It presents the result as settled and cites secondary summ... || doc_007 [contaminant; executive_memo; 2024-11-04] Secondary coverage 1: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_006 [contaminant; industry_digest; 2024-11-05] Secondary coverage 2: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [contaminant; supplier_whitepaper; 2024-11-06] Secondary coverage 3: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; wiki_style_summary; 2024-11-07] Secondary coverage 4: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; press_release; 2024-11-08] Secondary coverage 5: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_004 [contaminant; executive_memo; 2024-11-09] Secondary coverage 6: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; industry_digest; 2024-11-10] Secondary coverage 7: 1.7% recall rate -- Secondary coverage This item repeats that 1.7% recall rate. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story."
41,needs_human_label,claude-opus-4-7,ert_096,generated_lore,epistemic_hygiene_instruction,,,,,0.0,0.0,1.0,,,Is there reliable evidence that Novalis Robotics ran Project LumenShield in 2024?,search_primary target=Novalis Robotics regulator filings or audit records referencing Project LumenShield (2024): Need a primary record to confirm the project's existence and timing rather than relying on copied summaries. | trace_source target=doc_007: doc_007 is the upstream wiki-style summary cited by all secondary coverage; tracing its sources would expose whether any primary basis exists.,1.0,0.0,0.0,0.0,insufficient,,,"doc_007, doc_004, doc_008, doc_001, doc_002","doc_007, doc_004",,"doc_007 [generated_lore; wiki_style_summary; 2024-11-03] Authoritative-looking summary claiming Project LumenShield ran in 2024 -- Authoritative-looking summary Project lumenshield was a 2024 field-hardening initiative. This source repeats the wording of the question: Is there reliable evidence that Novalis Robotics ran Project LumenShield in 2024? It presents the result as settled and... || doc_004 [generated_lore; press_release; 2024-11-04] Secondary coverage 1: Project LumenShield ran in 2024 -- Secondary coverage This item repeats that Project LumenShield ran in 2024. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; executive_memo; 2024-11-05] Secondary coverage 2: Project LumenShield ran in 2024 -- Secondary coverage This item repeats that Project LumenShield ran in 2024. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; industry_digest; 2024-11-06] Secondary coverage 3: Project LumenShield ran in 2024 -- Secondary coverage This item repeats that Project LumenShield ran in 2024. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; supplier_whitepaper; 2024-11-07] Secondary coverage 4: Project LumenShield ran in 2024 -- Secondary coverage This item repeats that Project LumenShield ran in 2024. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [background; release_note; 2024-12-16] Reference note 7 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_006 [background; quality_digest; 2024-12-17] Reference note 8 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_003 [background; customer_note; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
42,needs_human_label,claude-opus-4-7,ert_096,generated_lore,standard_answer,,,,,0.0,0.0,1.0,,,Is there reliable evidence that Novalis Robotics ran Project LumenShield in 2024?,"trace_source target=doc_007: doc_007 is the upstream summary that all secondary coverage cites. Tracing its underlying records would reveal whether any primary source supports the claim. | search_primary target=Novalis Robotics Project LumenShield 2024 primary records: No primary documentation (internal records, filings, or first-party announcements) is present. A primary search is needed to confirm or refute the project's existence.",1.0,0.0,0.0,0.0,insufficient,,,"doc_007, doc_004, doc_008, doc_001, doc_002","doc_007, doc_004",,"doc_007 [generated_lore; wiki_style_summary; 2024-11-03] Authoritative-looking summary claiming Project LumenShield ran in 2024 -- Authoritative-looking summary Project lumenshield was a 2024 field-hardening initiative. This source repeats the wording of the question: Is there reliable evidence that Novalis Robotics ran Project LumenShield in 2024? It presents the result as settled and... || doc_004 [generated_lore; press_release; 2024-11-04] Secondary coverage 1: Project LumenShield ran in 2024 -- Secondary coverage This item repeats that Project LumenShield ran in 2024. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_008 [contaminant; executive_memo; 2024-11-05] Secondary coverage 2: Project LumenShield ran in 2024 -- Secondary coverage This item repeats that Project LumenShield ran in 2024. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_001 [contaminant; industry_digest; 2024-11-06] Secondary coverage 3: Project LumenShield ran in 2024 -- Secondary coverage This item repeats that Project LumenShield ran in 2024. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_002 [contaminant; supplier_whitepaper; 2024-11-07] Secondary coverage 4: Project LumenShield ran in 2024 -- Secondary coverage This item repeats that Project LumenShield ran in 2024. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream story. || doc_005 [background; release_note; 2024-12-16] Reference note 7 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_006 [background; quality_digest; 2024-12-17] Reference note 8 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_003 [background; customer_note; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
43,needs_human_label,claude-opus-4-7,ert_097,generated_lore,epistemic_hygiene_instruction,,,,,0.0,0.0,1.0,,,Did Novalis Robotics sign a 2024 MiraCert quantum battery certification deal?,"search_primary target=MiraCert certification registry or Novalis Robotics 2024 press release/regulatory filing: No primary record (regulator filing, MiraCert registry entry, or official Novalis announcement) is present. A primary source is needed to confirm the alleged deal. | trace_source target=doc_007 upstream citations: doc_007 is the apparent origin; all secondary items cite it. Tracing its actual upstream basis would reveal whether any primary evidence exists.",0.0,0.0,0.0,1.0,insufficient,,,"doc_007, doc_004, doc_006, doc_003, doc_005","doc_007, doc_004",,"doc_007 [generated_lore; wiki_style_summary; 2024-11-03] Authoritative-looking summary claiming signed a 2024 MiraCert quantum battery certification deal -- Authoritative-looking summary Novalis signed a 2024 miracert quantum battery certification deal. This source repeats the wording of the question: Did Novalis Robotics sign a 2024 MiraCert quantum battery certification deal? It presents the result as settled... || doc_004 [generated_lore; executive_memo; 2024-11-04] Secondary coverage 1: signed a 2024 MiraCert quantum battery certification deal -- Secondary coverage This item repeats that signed a 2024 MiraCert quantum battery certification deal. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream st... || doc_006 [contaminant; industry_digest; 2024-11-05] Secondary coverage 2: signed a 2024 MiraCert quantum battery certification deal -- Secondary coverage This item repeats that signed a 2024 MiraCert quantum battery certification deal. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream st... || doc_003 [contaminant; supplier_whitepaper; 2024-11-06] Secondary coverage 3: signed a 2024 MiraCert quantum battery certification deal -- Secondary coverage This item repeats that signed a 2024 MiraCert quantum battery certification deal. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream st... || doc_005 [contaminant; wiki_style_summary; 2024-11-07] Secondary coverage 4: signed a 2024 MiraCert quantum battery certification deal -- Secondary coverage This item repeats that signed a 2024 MiraCert quantum battery certification deal. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream st... || doc_008 [background; customer_note; 2024-12-16] Reference note 7 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_002 [background; quality_digest; 2024-12-17] Reference note 8 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_001 [background; quality_digest; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
44,needs_human_label,claude-opus-4-7,ert_097,generated_lore,standard_answer,,,,,0.0,0.0,1.0,,,Did Novalis Robotics sign a 2024 MiraCert quantum battery certification deal?,"trace_source target=doc_007: doc_007 is the upstream source all secondary coverage cites; tracing it would reveal whether any primary record (MiraCert registry, Novalis filing) actually exists. | search_primary target=MiraCert certification registry / Novalis Robotics 2024 disclosures: Need an independent primary record to confirm or refute the deal, since current evidence is a single-source echo chamber.",1.0,0.0,0.0,0.0,insufficient,,,"doc_007, doc_004, doc_006, doc_003, doc_005","doc_007, doc_004",,"doc_007 [generated_lore; wiki_style_summary; 2024-11-03] Authoritative-looking summary claiming signed a 2024 MiraCert quantum battery certification deal -- Authoritative-looking summary Novalis signed a 2024 miracert quantum battery certification deal. This source repeats the wording of the question: Did Novalis Robotics sign a 2024 MiraCert quantum battery certification deal? It presents the result as settled... || doc_004 [generated_lore; executive_memo; 2024-11-04] Secondary coverage 1: signed a 2024 MiraCert quantum battery certification deal -- Secondary coverage This item repeats that signed a 2024 MiraCert quantum battery certification deal. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream st... || doc_006 [contaminant; industry_digest; 2024-11-05] Secondary coverage 2: signed a 2024 MiraCert quantum battery certification deal -- Secondary coverage This item repeats that signed a 2024 MiraCert quantum battery certification deal. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream st... || doc_003 [contaminant; supplier_whitepaper; 2024-11-06] Secondary coverage 3: signed a 2024 MiraCert quantum battery certification deal -- Secondary coverage This item repeats that signed a 2024 MiraCert quantum battery certification deal. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream st... || doc_005 [contaminant; wiki_style_summary; 2024-11-07] Secondary coverage 4: signed a 2024 MiraCert quantum battery certification deal -- Secondary coverage This item repeats that signed a 2024 MiraCert quantum battery certification deal. It cites source_ref and another summary using the same claim phrasing. The channel looks independent, but the claim text is copied from the same upstream st... || doc_008 [background; customer_note; 2024-12-16] Reference note 7 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_002 [background; quality_digest; 2024-12-17] Reference note 8 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim. || doc_001 [background; quality_digest; 2024-12-18] Reference note 9 -- Reference note This note mentions Novalis Robotics, suppliers, customers, and the same operating period. It is orientation material and does not settle the target claim."
