task_id,audit_doc_id,model_visible_doc_id,role
ert_089,eham_073_repost_04,doc_008,contaminant
ert_089,eham_073_repost_05,doc_007,contaminant
ert_089,eham_073_primary_a,doc_004,primary
ert_090,eham_074_pollutant_root,doc_005,contaminant
ert_090,eham_074_repost_00,doc_004,contaminant
ert_090,eham_074_repost_01,doc_008,contaminant
ert_090,eham_074_repost_02,doc_001,contaminant
ert_090,eham_074_repost_03,doc_002,contaminant
ert_090,eham_074_repost_04,doc_006,contaminant
ert_090,eham_074_repost_05,doc_003,contaminant
ert_090,eham_074_primary_a,doc_007,primary
ert_091,eham_075_pollutant_root,doc_007,contaminant
ert_091,eham_075_repost_00,doc_002,contaminant
ert_091,eham_075_repost_01,doc_004,contaminant
ert_091,eham_075_repost_02,doc_001,contaminant
ert_091,eham_075_repost_03,doc_008,contaminant
ert_091,eham_075_repost_04,doc_005,contaminant
ert_091,eham_075_repost_05,doc_003,contaminant
ert_091,eham_075_primary_a,doc_006,primary
ert_092,eham_096_pollutant_root,doc_003,contaminant
ert_092,eham_096_repost_00,doc_007,contaminant
ert_092,eham_096_repost_01,doc_006,contaminant
ert_092,eham_096_repost_02,doc_005,contaminant
ert_092,eham_096_repost_03,doc_002,contaminant
ert_092,eham_096_repost_04,doc_008,contaminant
ert_092,eham_096_repost_05,doc_004,contaminant
ert_092,eham_096_repost_06,doc_001,contaminant
ert_093,eham_097_pollutant_root,doc_003,contaminant
ert_093,eham_097_repost_00,doc_002,contaminant
ert_093,eham_097_repost_01,doc_001,contaminant
ert_093,eham_097_repost_02,doc_006,contaminant
ert_093,eham_097_repost_03,doc_008,contaminant
ert_093,eham_097_repost_04,doc_004,contaminant
ert_093,eham_097_repost_05,doc_005,contaminant
ert_093,eham_097_repost_06,doc_007,contaminant
ert_094,eham_098_pollutant_root,doc_007,contaminant
ert_094,eham_098_repost_00,doc_006,contaminant
ert_094,eham_098_repost_01,doc_008,contaminant
ert_094,eham_098_repost_02,doc_004,contaminant
ert_094,eham_098_repost_03,doc_001,contaminant
ert_094,eham_098_repost_04,doc_003,contaminant
ert_094,eham_098_repost_05,doc_002,contaminant
ert_094,eham_098_repost_06,doc_005,contaminant
ert_095,eham_099_pollutant_root,doc_007,contaminant
ert_095,eham_099_repost_00,doc_004,contaminant
ert_095,eham_099_repost_01,doc_005,contaminant
ert_095,eham_099_repost_02,doc_002,contaminant
ert_095,eham_099_repost_03,doc_006,contaminant
ert_095,eham_099_repost_04,doc_001,contaminant
ert_095,eham_099_repost_05,doc_008,contaminant
ert_095,eham_099_repost_06,doc_003,contaminant
ert_096,eham_120_pollutant_root,doc_007,generated_lore
ert_096,eham_120_repost_00,doc_004,generated_lore
ert_096,eham_120_repost_01,doc_008,contaminant
ert_096,eham_120_repost_02,doc_001,contaminant
ert_096,eham_120_repost_03,doc_002,contaminant
ert_096,eham_120_context_06,doc_005,background
ert_096,eham_120_context_07,doc_006,background
ert_096,eham_120_context_08,doc_003,background
ert_097,eham_121_pollutant_root,doc_007,generated_lore
ert_097,eham_121_repost_00,doc_004,generated_lore
ert_097,eham_121_repost_01,doc_006,contaminant
ert_097,eham_121_repost_02,doc_003,contaminant
ert_097,eham_121_repost_03,doc_005,contaminant
ert_097,eham_121_context_06,doc_008,background
ert_097,eham_121_context_07,doc_002,background
ert_097,eham_121_context_08,doc_001,background
ert_098,eham_122_pollutant_root,doc_003,generated_lore
ert_098,eham_122_repost_00,doc_005,generated_lore
ert_098,eham_122_repost_01,doc_001,contaminant
ert_098,eham_122_repost_02,doc_004,contaminant
ert_098,eham_122_repost_03,doc_006,contaminant
ert_098,eham_122_context_06,doc_002,background
ert_098,eham_122_context_07,doc_008,background
ert_098,eham_122_context_08,doc_007,background
ert_099,eham_123_pollutant_root,doc_006,generated_lore
ert_099,eham_123_repost_00,doc_005,generated_lore
ert_099,eham_123_repost_01,doc_008,contaminant
ert_099,eham_123_repost_02,doc_004,contaminant
ert_099,eham_123_repost_03,doc_002,contaminant
ert_099,eham_123_context_06,doc_007,background
ert_099,eham_123_context_07,doc_001,background
ert_099,eham_123_context_08,doc_003,background
